OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 13, 14, 15, 16, 17, 18, 19, 20)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#618384	LEUKOENCEPHALOPATHY, ACUTE REVERSIBLE, WITH INCREASED URINARY ALPHA-KETOGLUTARATE; ARLIAK		20q13.12		
#618392	SPONDYLOEPIPHYSEAL DYSPLASIA, KONDO-FU TYPE; SEDKF		16q23.3-q24.1		
#618416	METABOLIC CRISES, RECURRENT, WITH VARIABLE ENCEPHALOMYOPATHIC FEATURES AND NEUROLOGIC REGRESSION; MECREN		19p13.11		
#618419	GONADAL DYSGENESIS, DYSMORPHIC FACIES, RETINAL DYSTROPHY, AND MYOPATHY; GDRM		14q13.2		
#618438	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE; SPAX9		15q15.1		
#618443	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT VARIABLE BRAIN ABNORMALITIES; NEDBA		16p13.3		
#618451	NEURODEGENERATION, EARLY-ONSET, WITH CHOREOATHETOID MOVEMENTS AND MICROCYTIC ANEMIA; NDCAMA		15q25.1		
#618479	CEREBELLAR, OCULAR, CRANIOFACIAL, AND GENITAL SYNDROME; COFG		13q13.3		
#618480	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND SPEECH AND WALKING IMPAIRMENT; NEDSSWI		19p13.13		
#618500	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS; HPE12		16q21		
#618505	NEURODEVELOPMENTAL DISORDER WITH COARSE FACIES AND MILD DISTAL SKELETAL ABNORMALITIES; NEDCFSA		17p13.1		
#618528	MITOCHONDRIAL DNA DEPLETION SYNDROME 16 (HEPATIC TYPE); MTDPS16		17q23.3		
#618529	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 2; RRS2		17p13.3		
#618541	HYPOPIGMENTATION, ORGANOMEGALY, AND DELAYED MYELINATION AND DEVELOPMENT; HOD		16p13.3		
#618548	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 4; MCAHS4		16p13.3		
#618559	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 79; EIEE79		15q12		
#618564	MICROANGIOPATHY AND LEUKOENCEPHALOPATHY, PONTINE, AUTOSOMAL DOMINANT; PADMAL		13q34		
#618577	NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF		17q25.3		
#618580	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80; DEE80		15q21.3		
#618590	NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS; NEDBSS		20q11.22		
#618603	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB		17p13.1		
#618635	SIDDIQI SYNDROME; SIDDIS		20q13.12		
#618644	OSTEOGENESIS IMPERFECTA, TYPE XX; OI20		15q25.1		
#618663	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 81; DEE81		15q21.2		
#618672	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF		19q13.42		
#618677	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 10; CDCBM10		19p13.3		
#618699	CILIARY DYSKINESIA, PRIMARY, 43; CILD43		17q25.1		
#618702	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES; SSMGA		16q22.1		
#618721	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 82; DEE82		16q21		
#618748	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA		13q12.13		
#618752	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT; SCN8		14q13.2		
#618760	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS; NEDHAHM		17p13.1		
#618770	SPASTIC PARAPLEGIA 82, AUTOSOMAL RECESSIVE; SPG82		17q25.3		
#618775	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 10; MC3DN10		19q12		
#618776	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 34; MC1DN34		17q25.3		
#618786	IMAGAWA-MATSUMOTO SYNDROME; IMMAS		17q11.2		
#618793	INTELLECTUAL DEVELOPMENTAL DISORDER 62; MRD62		17p13.1		
#618797	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT		14q13.2		
#618811	MITOCHONDRIAL DNA DEPLETION SYNDROME 18; MTDPS18		14q13.3		
#618828	NABAIS SA-DE VRIES SYNDROME, TYPE 1; NSDVS1		17q21.33		
#618829	NABAIS SA-DE VRIES SYNDROME, TYPE 2; NSDVS2		17q21.33		
#618832	EPILEPSY, EARLY-ONSET, WITH OR WITHOUT DEVELOPMENTAL DELAY; EPEDD		16p11.2		
#618850	HYPERVALINEMIA AND HYPERLEUCINE-ISOLEUCINEMIA; HVLI		19q13.33		
#618851	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 43; COXPD43		17p13.3		
#618859	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISTIC FEATURES AND/OR STRUCTURAL BRAIN ABNORMALITIES; NEDASB		19q13.32		
#618876	EPILEPSY, PROGRESSIVE MYOCLONIC, 11; EPM11		19p13.3		
#618882	IMERSLUND-GRASBECK SYNDROME 2; IGS2		14q32.32		
#618906	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISTIC FEATURES AND LANGUAGE DELAY, WITH OR WITHOUT SEIZURES; IDDALDS		17q23.2-q23.3		
#618912	SORBITOL DEHYDROGENASE DEFICIENCY WITH PERIPHERAL NEUROPATHY; SORDD		15q21.1		
#618929	AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME; ACOGS		18q12.1		
#618950	SULEIMAN-EL-HATTAB SYNDROME; SULEHS		20p12.1		
#618951	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 45; COXPD45		17q25.3		
#618960	MITCHELL SYNDROME; MITCH		17q25.1		
#618972	MITOCHONDRIAL DNA DEPLETION SYNDROME 19; MTDPS19		17q25.3		
#618974	LI-GHORBANI-WEISZ-HUBSHMAN SYNDROME; LIGOWS		16p11.2		
#618977	OPTIC ATROPHY 12; OPA12		18p11.21		
#619013	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2; RILDBC2		19p13.13		
#619033	VISSERS-BODMER SYNDROME; VIBOS		16q21		
#619048	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 4; MC4DN4		17p13.1		
#619051	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 7; MC4DN7		19q13.12		
#619052	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 8; MC4DN8		17q23.3		
#619055	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 12; MC4DN12		19p13.2		
#619056	NEURODEVELOPMENTAL DISORDER WITH SPEECH IMPAIRMENT AND DYSMORPHIC FACIES; NEDSID		16p11.2		
#619058	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 14; MC4DN14		17q21.2		
#619060	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 16; MC4DN16		16q24.1		
#619061	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 17; MC4DN17		14q32.33		
#619062	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 18; MC4DN18		16p11.2		
#619063	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 19; MC4DN19		20p11.23		
#619064	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 20; MC4DN20		15q24.2		







