OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 1, 2)'
Downloaded:	Nov 17, 2020
#617072	MYOPATHY, AUTOSOMAL RECESSIVE, WITH RIGID SPINE AND DISTAL JOINT CONTRACTURES; MRRSDC		1q25.2		
#617086	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2; EMPF2		2q36.3		
#617087	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B; CMT2A2B		1p36.22		
#617088	SHORT-RIB THORACIC DYSPLASIA 15 WITH POLYDACTYLY; SRTD15		2p21		
#617101	INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN		2p16.1		
#617123	RETINITIS PIGMENTOSA 76; RP76		1p34.1		
#617143	MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC; CMS20		2q12.3		
#617183	HAREL-YOON SYNDROME; HAYOS		1p36.33		
#617186	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1		1q22		
#617190	SHASHI-PENA SYNDROME; SHAPNS		2p23.3		
#617207	ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO		1q42.3		
#617225	SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE; SPG78		1p36.13		
#617234	PREIMPLANTATION EMBRYONIC LETHALITY 2; PREMBL2		1p36.13		
#617243	FANCONI ANEMIA, COMPLEMENTATION GROUP V; FANCV		1p36.22		
#617248	3-METHYLGLUTACONIC ACIDURIA, TYPE VIII; MGCA8		2p13.1		
#617252	UNCOMBABLE HAIR SYNDROME 3; UHS3		1q21.3		
#617268	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE; NDHSAL		2q32.3		
#617275	TOOTH AGENESIS, SELECTIVE, 9; STHAG9		1q43		
#617282	DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES; DYTOABG		1p35.3		
#617296	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY; SINO		2p25.1		
#617301	GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE		1p34.1		
#617337	ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE; ECTD12		1p36.11		
#617349	AORTIC ANEURYSM, FAMILIAL THORACIC 11, SUSCEPTIBILITY TO; AAT11		1p33		
#617391	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 54; DEE54		1q44		
#617395	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq; CDG2Q		1q42.2		
#617409	DIAMOND-BLACKFAN ANEMIA 17; DBA17		1q21.3		
#617432	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60; MRT60		1p13.3		
#617481	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES; NMIHBA		1q21.3		
#617506	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2; NSLH2		2p23.2		
#617507	PEHO-LIKE SYNDROME; PEHOL		2p16.1		
#617523	NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAIN MALFORMATIONS; NEDMHM		1q22		
#617524	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 2; EKVP2		1p34.3		
#617532	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES; IDDNPF		1p36.23		
#617591	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3, DIGENIC, INCLUDED	1q21.3, 6p21.32		
#617616	SKRABAN-DEARDORFF SYNDROME; SKDEAS		1q42.11-q42.12		
#617622	JOUBERT SYNDROME 30; JBTS30		2q37.1		
#617641	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY; CAKUTHED		1q23.3		
#617644	SPERMATOGENIC FAILURE 21; SPGF21		1p22.1		
#617654	DEAFNESS, AUTOSOMAL RECESSIVE 108; DFNB108		1p31.3		
#617660	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1; VCRL1		2p21		
#617661	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2; VCRL2		2q22.2		
#617669	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY; PEBAS		2p25.3		
#617675	MYOPATHY, MITOCHONDRIAL, AND ATAXIA; MMYAT		1q22		
#617709	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES; NEDMAS		1p13.3		
#617710	NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES; NEMMLAS		1p12		
#617731	GALLOWAY-MOWAT SYNDROME 5; GAMOS5		2p13.1		
#617744	IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA; IMDDHH		2q31.2		
#617752	CLARK-BARAITSER SYNDROME; CLABARS		2q36.3		
#617760	MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION; CNM6		2q31.1		
#617765	IMMUNODEFICIENCY, COMMON VARIABLE, 14; CVID14		1q42.3		
#617771	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57; EIEE57		1q31.3		
#617772	DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION; DFNA34		1q44		
#617796	MENTAL RETARDATION, AUTOSOMAL DOMINANT 52; MRD52		1q22		
#617816	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16; GPIBD16		1q24.3		
#617836	DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM		1p36.11		
#617873	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35		1p34.2		
#617885	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 19; BMIQ19		2p23.3		
#617914	MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE; MCPH20		1q32.1		
#617928	KERATOCONUS 9; KTCN9		2q21.1		
#617930	CHROMOSOME 1p35 DELETION SYNDROME		1p35	1:27600000-34300000	
#617931	SPINOCEREBELLAR ATAXIA 47; SCA47		1p35.2		
#617935	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4; FFEVF4		2q24.3		
#617938	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 62; EIEE62		2q24.3		
#617951	LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15		1q41		
#617961	SPERMATOGENIC FAILURE 26; SPGF26		2q11.2		
#617985	MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE; MCPH23		2q11.2		
#618036	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD; CMT2DD		1p13.1		
#618076	NEURODEVELOPMENTAL DISORDER WITH SPASTICITY AND POOR GROWTH; NEDSG		1q23.3		
#618077	INFLAMMATORY BOWEL DISEASE 29; IBD29		1q32.1		
#618084	PEELING SKIN SYNDROME 6; PSS6		1q21.3		
#618089	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA		2p16.3		
#618090	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND HYPOPLASIA OF THE CORPUS CALLOSUM; NEDEHCC		2q31.1		
#618109	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65; MRT65		1q32.1		
#618116	BONE MARROW FAILURE SYNDROME 4; BMFS4		1p32.1		
#618148	EXTRAORAL HALITOSIS DUE TO METHANETHIOL OXIDASE DEFICIENCY; EHMTO		1q21.3		
#618153	SPERMATOGENIC FAILURE 34; SPGF34		2q32.1		
#618160	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V; IGHD5		1p21.1		
#618168	DIARRHEA 9; DIAR9		1p13.2		
#618170	NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES; CONDSIAS		1p34.3		
#618174	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9; CDCBM9		2p12		
#618175	WARBURG-CINOTTI SYNDROME; WRCN		1q23.3		
#618177	NEPHROTIC SYNDROME, TYPE 18; NPHS18		1q42.13		
#618184	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2; CHN2		1q23.3		
#618185	PERIVENTRICULAR NODULAR HETEROTOPIA 8; PVNH8		1q42.13		
#618189	CARDIOMYOPATHY, DILATED, 2C; CMD2C		1p34.2		
#618226	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5; MC1DN5		2q33.3		
#618228	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6; MC1DN6		1q23.3		
#618243	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22; MC1DN22		2q37.3		
#618246	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25; MC1DN25		2q33.1		
#618285	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69; EIEE69		1q25.3		
#618314	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 2; HOMGSMR2		1p13.1		
#618325	LISSENCEPHALY 9 WITH COMPLEX BRAINSTEM MALFORMATION; LIS9		1p34.3		
#618328	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 71; EIEE71		2q32.2		
#618339	INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; CASGID		2q32.2		
#618343	POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV		2q32.2		
#618349	GALLOWAY-MOWAT SYNDROME 8; GAMOS8		1q42.13		
#618356	NEURODEVELOPMENTAL DISORDER WITH CENTRAL AND PERIPHERAL MOTOR DYSFUNCTION; NEDCPMD		1q32.1		
#618369	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 27; SCAR27		1p12		
#618372	GASTROINTESTINAL ULCERATION, RECURRENT, WITH DYSFUNCTIONAL PLATELETS; GURDP		1q31.1		
#618377	PAIN SENSITIVITY QUANTITATIVE TRAIT LOCUS 1; PAINQTL1		1p33	1:46300000-50200000	
#618378	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 38; COXPD38		1q25.1		
#618387	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 3; SCAN3		1p32.3		
#618395	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 3; SEMDJL3		2p13.2		
#618400	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2EE; CMT2EE		2p23.3		
#618404	LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18		1q42.11		
#618412	GLOBAL DEVELOPMENTAL DELAY, PROGRESSIVE ATAXIA, AND ELEVATED GLUTAMINE; GDPAG		2q32.2		
#618414	MYOPATHY, CONGENITAL, WITH FAST-TWITCH (TYPE II) FIBER ATROPHY; MYOFTA		2q34		
#618425	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED SPEECH AND HYPERKINETIC MOVEMENTS; NEDISHM		2q35		
#618437	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 75; EIEE75		1p32.3		
#618462	BLEEDING DISORDER, PLATELET-TYPE, 22; BDPLT22		1p36.12		
#618492	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES; NEDMIBA		2q31.1		
#618527	ICHTHYOTIC KERATODERMA, SPASTICITY, HYPOMYELINATION, AND DYSMORPHIC FACIAL FEATURES; IKSHD		1p34.2		
#618533	DEAFNESS, AUTOSOMAL DOMINANT 37; DFNA37		1p21.1		
#618569	NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY; NEDAHM		1p34.2		
#618578	MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS; MYOSCO		1p36.13		
#618604	SNIJDERS BLOK-FISHER SYNDROME; SNIBFIS		2q12.1		
#618620	ABDOMINAL OBESITY-METABOLIC SYNDROME 4; AOMS4		1p36.21		
#618622	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA		2q21.1		
#618625	ROTHMUND-THOMSON SYNDROME, TYPE 1; RTS1		2q13		
#618632	USHER SYNDROME, TYPE 1M; USH1M		1p36.31		
#618654	MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES; MYOCOZ		1q43		
#618655	MYOPATHY, DISTAL, 6, ADULT-ONSET, AUTOSOMAL DOMINANT; MPD6		1q43		
#618658	ZIMMERMANN-LABAND SYNDROME 3; ZLS3		1q21.3		
#618664	SPERMATOGENIC FAILURE 40; SPGF40		2q35		
#618665	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72		2q31.1		
#618666	SITOSTEROLEMIA 2; STSL2		2p21		
#618688	LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE; HLD19		1q42.12		
#618697	RETINITIS PIGMENTOSA 87 WITH CHOROIDAL INVOLVEMENT; RP87		1p31.3		
#618724	HEYN-SPROUL-JACKSON SYNDROME; HESJAS		2p23.3		
#618744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 83; DEE83		2p15		
#618768	SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE; SPG81		2p23.3		
#618773	LYMPHATIC MALFORMATION 8; LMPHM8		2q32.1		
#618798	BECK-FAHRNER SYNDROME; BEFAHRS		2p13.1		
#618810	PONTOCEREBELLAR HYPOPLASIA, HYPOTONIA, AND RESPIRATORY INSUFFICIENCY SYNDROME, NEONATAL LETHAL; PHRINL	CHROMOSOME 1p36.33 DELETION SYNDROME, ATAD3 GENE CLUSTER, AUTOSOMAL RECESSIVE, INCLUDED	1p36.33		
#618815	CHROMOSOME 1p36.33 DUPLICATION SYNDROME, ATAD3 GENE CLUSTER, AUTOSOMAL DOMINANT		1p36.33		
#618821	RHIZOMELIC LIMB SHORTENING WITH DYSMORPHIC FEATURES; RLSDF		2p21		
#618849	BONE MARROW FAILURE SYNDROME 6; BMFS6		1q32.1		
#618855	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 44; COXPD44		2q33.3		
#618866	TREMOR, HEREDITARY ESSENTIAL, 6; ETM6		1q21.2		
#618877	LEUKOENCEPHALOPATHY, DEVELOPMENTAL DELAY, AND EPISODIC NEUROLOGIC REGRESSION SYNDROME; LEUDEN		2p22.2		
#618879	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS		1p31.1		
#618881	GALACTOSEMIA IV; GALAC4		2p22.1		
#618885	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIt; CDG2T		1q42.13		
#618924	EPISODIC ATAXIA, TYPE 9; EA9		2q24.3		
#618939	TREACHER COLLINS SYNDROME 4; TCS4		2q14.1		
#618944	HYPER-IgE RECURRENT INFECTION SYNDROME 5, AUTOSOMAL RECESSIVE; HIES5		1q21.3		
#618959	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 88; DEE88		2p15		
#618969	IMMUNODEFICIENCY 70; IMD70		1q25.3		
#618973	NEURODEGENERATION, INFANTILE-ONSET, BIOTIN-RESPONSIVE; NERIB		2p23.3		
#618992	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 15; MDDGB15		1q22		
#618998	IMMUNE DYSREGULATION AND SYSTEMIC HYPERINFLAMMATION SYNDROME; IMDYSHI		1q25.1		
#618999	AUTOINFLAMMATION, IMMUNE DYSREGULATION, AND EOSINOPHILIA; AIIDE		1p31.3		
#619026	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE SPASTICITY AND BRAIN WHITE MATTER ABNORMALITIES; NEDSWMA		1p34.1		
#619027	SPASTIC PARAPLEGIA 83, AUTOSOMAL RECESSIVE; SPG83		1p34.1		
#619030	SKELETAL MUSCLE GLYCOGEN CONTENT AND METABOLISM QUANTITATIVE TRAIT LOCUS; SMGMQTL		2q35		
#619036	MYOPATHY, EPILEPSY, AND PROGRESSIVE CEREBRAL ATROPHY; MEPCA		1p21.3		
#619054	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 11; MC4DN11		1q44		
#619057	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 51; COXPD51		2p11.2		







