OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 6, 7, 8, 9)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#617602	CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME; CHDSKM		9q34.12		
#617606	DEAFNESS, AUTOSOMAL DOMINANT 72; DFNA72		6p21.33		
#617609	NEPHROTIC SYNDROME, TYPE 15; NPHS15		7q21.11		
#617613	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 5; MMDS5		9q21.33		
#617638	IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS; IMD11B		7p22.2		
#617642	POLYDACTYLY, POSTAXIAL, TYPE A7; PAPA7		7p22.3		
#617665	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 56; DEE56		7q11.23		
#617690	OVARIAN DYSGENESIS 5; ODG5		9q34.3		
#617691	SPINOCEREBELLAR ATAXIA 44; SCA44		6q24.3		
#617712	OOCYTE MATURATION DEFECT 3; OOMD3		7q11.23		
#617718	IMMUNODEFICIENCY 71 WITH INFLAMMATORY DISEASE AND CONGENITAL THROMBOCYTOPENIA; IMD71		7q22.1		
#617746	SWEENEY-COX SYNDROME; SWCOS		7p21.1		
#617751	MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48		7p22.1		
#617763	SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES; SHRF		9q34.12		
#617768	KLEEFSTRA SYNDROME 2; KLEFS2		7q36.1		
#617773	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61; MRT61		9p13.3		
#617799	MENTAL RETARDATION, AUTOSOMAL DOMINANT 54; MRD54		7p13		
#617802	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY; NDMSCA		6p21.33		
#617810	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 15; GPIBD15		8q24.3		
#617820	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE; NDHMSR		9q34.3		
#617821	EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2; EDSARTH2		7q21.3		
#617830	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 58; DEE58		9q21.33		
#617831	MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES; MRD55		6q22.1		
#617879	LEBER CONGENITAL AMAUROSIS WITH EARLY-ONSET DEAFNESS; LCAEOD		9q34.3		
#617882	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G; CMTDIG		8p21.2		
#617898	MULTIPLE SYNOSTOSES SYNDROME 4; SYNS4		8q22.1		
#617903	NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS; NDPLHS		9q22.33		
#617904	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 59; DEE59		9q22.33		
#617907	ERYTHROCYTOSIS, FAMILIAL, 5; ECYT5		7q22.1		
#617911	DIAMOND-BLACKFAN ANEMIA-LIKE; DBAL		7q22.1		
#617916	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 7; NBIA7		6q24.1		
#617917	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 8; NBIA8		9q34.11		
#617920	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3; PLCA3		7p15.3		
#617924	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10; EJM10		6p12.1		
#617929	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60; EIEE60		6p21.1		
#617933	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 61; EIEE61		7q21.12		
#617950	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36; COXPD36		9q34.3		
#617952	OSTEOGENESIS IMPERFECTA, TYPE XVIII; OI18		6q14.1		
#617954	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6; MMDS6		7q22.1		
#617956	BETA-GLUCOPYRANOSIDE TASTING; BGLPT		7q31.32		
#617959	SPERMATOGENIC FAILURE 24; SPGF24		7q21.13		
#617960	SPERMATOGENIC FAILURE 25; SPGF25		8p12		
#617964	LEUKODYSTROPHY, HYPOMYELINATING, 16; HLD16		7p21.3		
#617988	JABERI-ELAHI SYNDROME; JABELS		6p21.1		
#617991	CHUNG-JANSEN SYNDROME; CHUJANS		6q14.1		
#617996	OOCYTE MATURATION DEFECT 5; OOMD5		7q34		
#618000	EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2; EDSCLL2		7p13		
#618004	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64; EIEE64		8p21.3		
#618006	LEUKODYSTROPHY, HYPOMYELINATING, 17; HLD17		7p22.1		
#618013	DEAFNESS, AUTOSOMAL RECESSIVE 109; DFNB109		8q22.1		
#618021	TETRAAMELIA SYNDROME 2; TETAMS2		8q23.1		
#618022	HUMEROFEMORAL HYPOPLASIA WITH RADIOTIBIAL RAY DEFICIENCY; HHRRD		8q23.1		
#618031	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 4; PPCD4		8q22.3		
#618056	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR ATROPHY AND WITH OR WITHOUT SEIZURES; NEDCAS		7p22.3		
#618106	MENTAL RETARDATION, AUTOSOMAL DOMINANT 58; MRD58		9q34.11		
#618108	IMMUNODEFICIENCY 57 WITH AUTOINFLAMMATION; IMD57		6p25.2		
#618115	SPERMATOGENIC FAILURE 32; SPGF32		9q34.3		
#618138	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 23; LGMDR23		6q22.33		
#618140	DEAFNESS, AUTOSOMAL DOMINANT 74; DFNA74		7p14.3		
#618156	SQUALENE SYNTHASE DEFICIENCY; SQSD		8p23.1		
#618157	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IV; IGHD4		7p14.3		
#618188	HYPERPARATHYROIDISM, TRANSIENT NEONATAL; HRPTTN		7q34		
#618193	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 2; PLOSL2		6p21.1		
#618196	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 2; CMAVM2		7q22.1		
#618204	IMMUNODEFICIENCY 15A; IMD15A		8p11.21		
#618219	POLYDACTYLY, POSTAXIAL, TYPE A9; PAPA9		8q22.1		
#618237	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 15; MC1DN15		6q16.1		
#618239	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 17; MC1DN17		8q22.1		
#618245	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 24; MC1DN24		8q24.13		
#618276	NEURODEGENERATION, CHILDHOOD-ONSET, WITH CEREBELLAR ATROPHY; CONDCA		9q21.33		
#618279	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1G; CMT1G		8q21.13		
#618286	MACROCEPHALY, ACQUIRED, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; MACID		9p23-p22		
#618291	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2B, PRENATAL ONSET, AUTOSOMAL DOMINANT; SMALED2B		9q22.31		
#618298	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 70; EIEE70		6p24.1		
#618309	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 5; EV5		8q21.13		
#618312	DIAMOND-BLACKFAN ANEMIA 19; DBA19		9q33.3		
#618317	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 7, AUTOSOMAL RECESSIVE; IBGC7		9p13.3		
#618330	GLOBAL DEVELOPMENTAL DELAY WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; GDDI		7q22.1		
#618342	INTELLECTUAL DEVELOPMENTAL DISORDER WITH ABNORMAL BEHAVIOR, MICROCEPHALY, AND SHORT STATURE; IDDABS		7q22.3		
#618345	RETINITIS PIGMENTOSA 85; RP85		7p21.1		
#618351	MICROCEPHALY 25, PRIMARY, AUTOSOMAL RECESSIVE; MCPH25		7q22.1		
#618357	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 15; EIG15		9q21.13		
#618373	CANCER, ALOPECIA, PIGMENT DYSCRASIA, ONYCHODYSTROPHY, AND KERATODERMA; CAPOK		6q24.3-q25.1		
#618394	IMMUNODEFICIENCY 60; IMD60		6q15		
#618418	SPASTIC PARAPLEGIA 80, AUTOSOMAL DOMINANT; SPG80		9p13.3		
#618426	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 9; IIAE9		9q34.13		
#618433	SPERMATOGENIC FAILURE 38; SPGF38		6q21		
#618453	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND VARIABLE SKELETAL ANOMALIES; IDDSSA		7p22.1		
#618454	DEVELOPMENTAL DELAY WITH OR WITHOUT DYSMORPHIC FACIES AND AUTISM; DEDDFA		7q22.1		
#618460	KHAN-KHAN-KATSANIS SYNDROME; 3KS		7q36.3		
#618468	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 76; EIEE76		7q22.1		
#618470	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS; IDDSSAD		7q22.1		
#618484	ARTHROGRYPOSIS MULTIPLEX CONGENITA 3, MYOGENIC TYPE; AMC3		6q25.2		
#618497	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND NONEPILEPTIC HYPERKINETIC MOVEMENTS; NEDNEH		9q34.3		
#618506	COFFIN-SIRIS SYNDROME 10; CSS10		6p22.3		
#618512	O'DONNELL-LURIA-RODAN SYNDROME; ODLURO		7q22.3		
#618513	LEBER CONGENITAL AMAUROSIS 19; LCA19		6q16.2		
#618567	MITOCHONDRIAL DNA DEPLETION SYNDROME 17; MTDPS17		7p22.3		
#618571	NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES; NDCAGF		7p22.3		
#618572	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR HYPOPLASIA AND SPASTICITY; NEDCHS		8q22.1		
#618573	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 7; CHNG7		8q23.1		
#618612	LOWER URINARY TRACT OBSTRUCTION, CONGENITAL; LUTO		9p22.3-p22.2		
#618613	RETINITIS PIGMENTOSA 86; RP86		7q34		
#618619	WEISS-KRUSZKA SYNDROME; WSKA		9q31.2		
#618641	INFANTILE LIVER FAILURE SYNDROME 3; ILFS3		7q22.3		
#618660	HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY		8p12		
#618707	NEURODEVELOPMENTAL DISORDER WITH ABSENT LANGUAGE AND VARIABLE SEIZURES; NEDALVS		6q21		
#618709	NEURODEVELOPMENTAL DISORDER WITH NONSPECIFIC BRAIN ABNORMALITIES AND WITH OR WITHOUT SEIZURES; NEDBAS		6q27		
#618718	NEURODEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES, ABSENT SPEECH, AND HYPOTONIA; NEDBASH		9q34.13		
#618732	POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME; POBINDS		6p21.33		
#618733	NEUROMUSCULAR OCULOAUDITORY SYNDROME; NMOAS		6p21.33		
#618761	CATIFA SYNDROME; CATIFA		9p24.1		
#618778	DEAFNESS, AUTOSOMAL DOMINANT 75; DFNA75		7q22.1		
#618804	SANDESTIG-STEFANOVA SYNDROME; SANDSTEF		9q34.11		
#618808	INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA		9q34.3		
#618826	RETINITIS PIGMENTOSA 88; RP88		8p23.1		
#618827	MYOPIA 27; MYP27		8q24.3		
#618835	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 40; COXPD40		6q21		
#618848	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 26; LGMDR26		6q21		
#618852	AUTOINFLAMMATION WITH EPISODIC FEVER AND LYMPHADENOPATHY; AIEFL		6p25.2		
#618868	NEURODEGENERATION, CHILDHOOD-ONSET, WITH ATAXIA, TREMOR, OPTIC ATROPHY, AND COGNITIVE DECLINE; CONATOC		9q31.1-q31.2		
#618870	SKELETAL DYSPLASIA, MILD, WITH JOINT LAXITY AND ADVANCED BONE AGE; SDJLABA		8p21.3		
#618873	LISSENCEPHALY 10; LIS10		6q22.31		
#618905	SILVER-RUSSELL SYNDROME 2; SRS2		7p13-q32	7:43300000-132900000	
#618907	SILVER-RUSSELL SYNDROME 4; SRS4		8q12.1		
#618913	FANCONI RENOTUBULAR SYNDROME 5; FRTS5		8q22.1		
#618916	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 87; DEE87		6q21		
#618947	ARTHROGRYPOSIS MULTIPLEX CONGENITA 5; AMC5		9q34.11		
#618958	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 47; COXPD47		8q21.13		
#618970	CONE-ROD SYNAPTIC DISORDER SYNDROME, CONGENITAL NONPROGRESSIVE; CRSDS		8q22.3		
#619042	SPINAL MUSCULAR ATROPHY, INFANTILE, JAMES TYPE; SMAJI		7p14.3		
#619065	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 21; MC4DN21		7p21.3		
#619073	VITAMIN D-DEPENDENT RICKETS, TYPE 3; VDDR3		7q22.1		







