OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5)'
Downloaded:	Nov 17, 2020
#617532	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES; IDDNPF		1p36.23		
#617591	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3, DIGENIC, INCLUDED	1q21.3, 6p21.32		
#617595	BIRK-LANDAU-PEREZ SYNDROME; BILAPES		4p13		
#617598	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 3; MVA3		5p15.33		
#617616	SKRABAN-DEARDORFF SYNDROME; SKDEAS		1q42.11-q42.12		
#617622	JOUBERT SYNDROME 30; JBTS30		2q37.1		
#617635	MENTAL RETARDATION, AUTOSOMAL DOMINANT 47; MRD47		3q22.3		
#617641	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY; CAKUTHED		1q23.3		
#617660	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1; VCRL1		2p21		
#617661	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2; VCRL2		2q22.2		
#617669	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY; PEBAS		2p25.3		
#617675	MYOPATHY, MITOCHONDRIAL, AND ATAXIA; MMYAT		1q22		
#617682	PILAROWSKI-BJORNSSON SYNDROME; PILBOS		5q15-q21		
#617695	PONTOCEREBELLAR HYPOPLASIA, TYPE 11; PCH11		3q12.1-q12.2		
#617709	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES; NEDMAS		1p13.3		
#617710	NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES; NEMMLAS		1p12		
#617711	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1; IECEE1		4q24		
#617731	GALLOWAY-MOWAT SYNDROME 5; GAMOS5		2p13.1		
#617744	IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA; IMDDHH		2q31.2		
#617752	CLARK-BARAITSER SYNDROME; CLABARS		2q36.3		
#617760	MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION; CNM6		2q31.1		
#617761	JOUBERT SYNDROME 31; JBTS31		5q23.2		
#617769	SPINOCEREBELLAR ATAXIA 45; SCA45		5q33.1		
#617771	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57; EIEE57		1q31.3		
#617772	DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION; DFNA34		1q44		
#617787	MENTAL RETARDATION, AUTOSOMAL DOMINANT 50; MRD50		4q31.1		
#617796	MENTAL RETARDATION, AUTOSOMAL DOMINANT 52; MRD52		1q22		
#617798	MENTAL RETARDATION, AUTOSOMAL DOMINANT 53; MRD53		5q32		
#617800	MICROCEPHALY 19, PRIMARY, AUTOSOMAL RECESSIVE; MCPH19		3q23		
#617804	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL		3p21.31		
#617816	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16; GPIBD16		1q24.3		
#617822	ALKURAYA-KUCINSKAS SYNDROME; ALKKUCS		4q27		
#617829	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2; IECEE2		5q34		
#617836	DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM		1p36.11		
#617865	NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES; NEDMAGA		5q12.1		
#617873	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35		1p34.2		
#617885	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 19; BMIQ19		2p23.3		
#617892	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24; ALS24		4q33		
#617914	MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE; MCPH20		1q32.1		
#617915	HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME; HADDTS		4p16.3		
#617926	OROFACIODIGITAL SYNDROME XVII; OFD17		4q28.1		
#617930	CHROMOSOME 1p35 DELETION SYNDROME		1p35	1:27600000-34300000	
#617931	SPINOCEREBELLAR ATAXIA 47; SCA47		1p35.2		
#617935	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4; FFEVF4		2q24.3		
#617938	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 62; EIEE62		2q24.3		
#617951	LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15		1q41		
#617976	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 63; EIEE63		4p16.3		
#617982	VERVERI-BRADY SYNDROME; VERBRAS		3p21.31		
#617985	MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE; MCPH23		2q11.2		
#618008	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65; EIEE65		5q33.3		
#618012	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3; IECEE3		3q13.31		
#618036	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD; CMT2DD		1p13.1		
#618065	PONTOCEREBELLAR HYPOPLASIA, TYPE 1D; PCH1D		4q27		
#618075	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 7; FAME7		4q32.1		
#618076	NEURODEVELOPMENTAL DISORDER WITH SPASTICITY AND POOR GROWTH; NEDSG		1q23.3		
#618089	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA		2p16.3		
#618090	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND HYPOPLASIA OF THE CORPUS CALLOSUM; NEDEHCC		2q31.1		
#618095	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 63; MRT63		5q32		
#618109	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65; MRT65		1q32.1		
#618116	BONE MARROW FAILURE SYNDROME 4; BMFS4		1p32.1		
#618135	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 8; MDDGC8		3p22.1		
#618160	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V; IGHD5		1p21.1		
#618170	NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES; CONDSIAS		1p34.3		
#618174	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9; CDCBM9		2p12		
#618184	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2; CHN2		1q23.3		
#618185	PERIVENTRICULAR NODULAR HETEROTOPIA 8; PVNH8		1q42.13		
#618201	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68; EIEE68		3p22.1		
#618226	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5; MC1DN5		2q33.3		
#618228	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6; MC1DN6		1q23.3		
#618232	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 9; MC1DN9		5p15.33		
#618233	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10; MC1DN10		5q12.1		
#618235	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13; MC1DN13		5q31.3		
#618240	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 18; MC1DN18		3p21.31		
#618243	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22; MC1DN22		2q37.3		
#618246	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25; MC1DN25		2q33.1		
#618251	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 31; MC1DN31		3q13.33		
#618265	ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; ACCIID		4q24		
#618285	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69; EIEE69		1q25.3		
#618292	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA; NEDIDHA		3p21.2		
#618314	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 2; HOMGSMR2		1p13.1		
#618325	LISSENCEPHALY 9 WITH COMPLEX BRAINSTEM MALFORMATION; LIS9		1p34.3		
#618328	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 71; EIEE71		2q32.2		
#618339	INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; CASGID		2q32.2		
#618343	POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV		2q32.2		
#618349	GALLOWAY-MOWAT SYNDROME 8; GAMOS8		1q42.13		
#618354	NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA		5q31.1		
#618356	NEURODEVELOPMENTAL DISORDER WITH CENTRAL AND PERIPHERAL MOTOR DYSFUNCTION; NEDCPMD		1q32.1		
#618363	SHORT STATURE, AMELOGENESIS IMPERFECTA, AND SKELETAL DYSPLASIA WITH SCOLIOSIS; SSASKS		4q31.22		
#618369	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 27; SCAR27		1p12		
#618377	PAIN SENSITIVITY QUANTITATIVE TRAIT LOCUS 1; PAINQTL1		1p33	1:46300000-50200000	
#618378	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 38; COXPD38		1q25.1		
#618379	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 73; EIEE73		3q25.1		
#618383	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 69; MRT69		3q12.3		
#618387	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 3; SCAN3		1p32.3		
#618396	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 74; EIEE74		5q34		
#618397	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 39; COXPD39		5q13.3		
#618400	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2EE; CMT2EE		2p23.3		
#618402	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 70; MRT70		3q25.32		
#618404	LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18		1q42.11		
#618412	GLOBAL DEVELOPMENTAL DELAY, PROGRESSIVE ATAXIA, AND ELEVATED GLUTAMINE; GDPAG		2q32.2		
#618414	MYOPATHY, CONGENITAL, WITH FAST-TWITCH (TYPE II) FIBER ATROPHY; MYOFTA		2q34		
#618425	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED SPEECH AND HYPERKINETIC MOVEMENTS; NEDISHM		2q35		
#618437	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 75; EIEE75		1p32.3		
#618476	BRAIN ABNORMALITIES, NEURODEGENERATION, AND DYSOSTEOSCLEROSIS; BANDDOS		5q32		
#618482	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 10; GEFSP10		5p12		
#618492	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES; NEDMIBA		2q31.1		
#618493	HYPOTONIA, HYPOVENTILATION, IMPAIRED INTELLECTUAL DEVELOPMENT, DYSAUTONOMIA, EPILEPSY, AND EYE ABNORMALITIES; HIDEA		3p21.31		
#618499	NOONAN SYNDROME 11; NS11		3q22.3		
#618501	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY; CASVDD		3p21.31		
#618523	HYPER-IgE RECURRENT INFECTION SYNDROME 4, AUTOSOMAL RECESSIVE; HIES4		5q11.2		
#618527	ICHTHYOTIC KERATODERMA, SPASTICITY, HYPOMYELINATION, AND DYSMORPHIC FACIAL FEATURES; IKSHD		1p34.2		
#618557	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 78; EIEE78		4p12		
#618569	NEURODEVELOPMENTAL DISORDER WITH ATAXIA, HYPOTONIA, AND MICROCEPHALY; NEDAHM		1p34.2		
#618578	MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS; MYOSCO		1p36.13		
#618587	INTELLECTUAL DEVELOPMENTAL DISORDER 60 WITH SEIZURES; MRD60		3q27.1		
#618604	SNIJDERS BLOK-FISHER SYNDROME; SNIBFIS		2q12.1		
#618622	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA		2q21.1		
#618625	ROTHMUND-THOMSON SYNDROME, TYPE 1; RTS1		2q13		
#618646	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2; DMJDS2		4q12		
#618651	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA, OPTIC ATROPHY, SEIZURES, AND STRUCTURAL BRAIN ANOMALIES; NEDSOSB		4q21.22		
#618654	MYOPATHY, CONGENITAL, WITH STRUCTURED CORES AND Z-LINE ABNORMALITIES; MYOCOZ		1q43		
#618658	ZIMMERMANN-LABAND SYNDROME 3; ZLS3		1q21.3		
#618665	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72		2q31.1		
#618667	HYDROCEPHALUS, CONGENITAL COMMUNICATING, 1; HYDCC1		3p22.3		
#618687	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND BEHAVIORAL ABNORMALITIES; IDDSSBA		3p25.2-p25.1		
#618688	LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE; HLD19		1q42.12		
#618695	CILIARY DYSKINESIA, PRIMARY, 42; CILD42		5q11.2		
#618724	HEYN-SPROUL-JACKSON SYNDROME; HESJAS		2p23.3		
#618727	ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES; EDFAOB		3p21.31		
#618736	STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS		3q24		
#618744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 83; DEE83		2p15		
#618768	SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE; SPG81		2p23.3		
#618780	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 7; CHTD7		5q35.3		
#618792	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 84; DEE84		4p14		
#618798	BECK-FAHRNER SYNDROME; BEFAHRS		2p13.1		
#618800	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 28; SCAR28		5q33.3		
#618810	PONTOCEREBELLAR HYPOPLASIA, HYPOTONIA, AND RESPIRATORY INSUFFICIENCY SYNDROME, NEONATAL LETHAL; PHRINL	CHROMOSOME 1p36.33 DELETION SYNDROME, ATAD3 GENE CLUSTER, AUTOSOMAL RECESSIVE, INCLUDED	1p36.33		
#618815	CHROMOSOME 1p36.33 DUPLICATION SYNDROME, ATAD3 GENE CLUSTER, AUTOSOMAL DOMINANT		1p36.33		
#618821	RHIZOMELIC LIMB SHORTENING WITH DYSMORPHIC FEATURES; RLSDF		2p21		
#618823	MYOPATHY, CONGENITAL PROXIMAL, WITH MINICORE LESIONS; MYOPMIL		3q26.33		
#618825	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY; MRD63		5p15.2		
#618830	AUTISM, SUSCEPTIBILITY TO, 20; AUTS20		3q26.31		
#618838	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 41; COXPD41		4q31.3		
#618846	DIETS-JONGMANS SYNDROME; DIJOS		5q31.2		
#618853	ANAUXETIC DYSPLASIA 3; ANXD3		3q13.2		
#618855	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 44; COXPD44		2q33.3		
#618866	TREMOR, HEREDITARY ESSENTIAL, 6; ETM6		1q21.2		
#618872	NIZON-ISIDOR SYNDROME; NIZIDS		3q25.1		
#618875	SEIZURES, EARLY-ONSET, WITH NEURODEGENERATION AND BRAIN CALCIFICATIONS; SENEBAC		3q29		
#618877	LEUKOENCEPHALOPATHY, DEVELOPMENTAL DELAY, AND EPISODIC NEUROLOGIC REGRESSION SYNDROME; LEUDEN		2p22.2		
#618879	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS		1p31.1		
#618885	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIt; CDG2T		1q42.13		
#618890	NEURODEVELOPMENTAL DISORDER AND STRUCTURAL BRAIN ANOMALIES WITH OR WITHOUT SEIZURES AND SPASTICITY; NEDBASS		3p21.31		
#618910	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86; DEE86		3p21.31		
#618914	NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED		5q35.1		
#618917	NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; NEDLIB		4q32.1		
#618918	PERIVENTRICULAR NODULAR HETEROTOPIA 9; PVNH9		5q13.2		
#618922	NEURODEVELOPMENTAL DISORDER WITH SEIZURES, HYPOTONIA, AND BRAIN IMAGING ABNORMALITIES; NEDSHBA		3p26.1		
#618924	EPISODIC ATAXIA, TYPE 9; EA9		2q24.3		
#618959	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 88; DEE88		2p15		
#618973	NEURODEGENERATION, INFANTILE-ONSET, BIOTIN-RESPONSIVE; NERIB		2p23.3		
#618992	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 15; MDDGB15		1q22		
#618998	IMMUNE DYSREGULATION AND SYSTEMIC HYPERINFLAMMATION SYNDROME; IMDYSHI		1q25.1		
#619025	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 50; COXPD50		3p25.1		
#619026	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE SPASTICITY AND BRAIN WHITE MATTER ABNORMALITIES; NEDSWMA		1p34.1		
#619027	SPASTIC PARAPLEGIA 83, AUTOSOMAL RECESSIVE; SPG83		1p34.1		
#619036	MYOPATHY, EPILEPSY, AND PROGRESSIVE CEREBRAL ATROPHY; MEPCA		1p21.3		
#619054	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 11; MC4DN11		1q44		
#619057	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 51; COXPD51		2p11.2		







