OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 10, 11, 12, 13)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#616439	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4; FTDALS4		12q14.2		
#616459	AL-RAQAD SYNDROME; ARS		11q24.2		
#616461	EPILEPSY, FAMILIAL TEMPORAL LOBE, 8; ETL8		11q13.2		
#616468	EXUDATIVE VITREORETINOPATHY 6; EVR6		11p11.2		
#616469	RETINITIS PIGMENTOSA 72; RP72		11p11.2		
#616489	SILVER-RUSSELL SYNDROME 3; SRS3		11p15.5		
#616535	THYROID CANCER, NONMEDULLARY, 5; NMTC5		10q25.3		
#616570	CEREBROOCULOFACIOSKELETAL SYNDROME 3; COFS3		13q33.1		
#616579	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40; MRD40		13q34		
#616583	SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE; SEDSTN		12q13.11		
#616586	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE; SPG9B		10q24.1		
#616603	CUTIS LAXA, AUTOSOMAL DOMINANT 3; ADCL3		10q24.1		
#616636	IMMUNODEFICIENCY 44; IMD44		12q13.3		
#616654	JOUBERT SYNDROME 24; JBTS24		12q24.31		
#616672	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27; COXPD27		13q34		
#616681	MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE; MCPH16		12q24.33		
#616682	SEIZURES, SCOLIOSIS, AND MACROCEPHALY/MICROCEPHALY SYNDROME; SSMS		11p11.2		
#616683	LEUKODYSTROPHY, HYPOMYELINATING, 12; HLD12		11q23.3		
#616697	DEAFNESS, AUTOSOMAL DOMINANT 69; DFNA69		12q21.32		
#616708	DESANTO-SHINAWI SYNDROME; DESSH	CHROMOSOME 10p12-p11 DELETION SYNDROME, INCLUDED	10p12.1		
#616716	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5; RCDP5		12p13.31		
#616719	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21; SCAR21		11q13.1		
#616720	MYASTHENIC SYNDROME, CONGENITAL, 19; CMS19		10q22.1		
#616724	TOOTH AGENESIS, SELECTIVE, 7; STHAG7		12p13.2		
#616730	NEPHROTIC SYNDROME, TYPE 11; NPHS11		12q15		
#616736	TREMOR, HEREDITARY ESSENTIAL, 5; ETM5		11q14.1		
#616749	HETEROTAXY, VISCERAL, 7, AUTOSOMAL; HTX7		10q26.2		
#616779	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2; CADASIL2		10q26.13		
#616780	OOCYTE MATURATION DEFECT 2; OOMD2		10p15.3		
#616789	MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS; MRFACD		12q24.21		
#616803	LAMB-SHAFFER SYNDROME; LAMSHF		12p12.1		
#616818	IgA NEPHROPATHY, SUSCEPTIBILITY TO, 3; IGAN3		13q31.1		
#616819	CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA; CCAFCA		10p13		
#616867	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2; SMABF2		10q22.1		
#616881	LEUKODYSTROPHY, HYPOMYELINATING, 13; HLD13		11q14.2		
#616902	CHROMOSOME 11p13 DELETION SYNDROME, DISTAL		11p13	11:31000000-36400000	
#616903	THIOPURINES, POOR METABOLISM OF, 2; THPM2		13q14.2		
#616907	SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE; SPG76		11q13.1		
#616911	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4; ICF4		10q23.33		
#616946	PREMATURE OVARIAN FAILURE 11; POF11		10q11.23		
#616947	PREMATURE OVARIAN FAILURE 12; POF12		10q26.3		
#616950	SPERMATOGENIC FAILURE 15; SPGF15		10q26.3		
#617008	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3; CPSQ3		10q25.1-q25.2		
#617024	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H; CSNB1H		12p13.31		
#617049	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5; PFIC5		12q23.1		
#617051	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55; MRT55		11q24.2		
#617073	TOOTH AGENESIS, SELECTIVE, 8; STHAG8		12q13.12		
#617080	SEIZURES, BENIGN FAMILIAL INFANTILE, 5; BFIS5		12q13.13		
#617090	MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE; MCPH17		12q24.23		
#617091	CILIARY DYSKINESIA, PRIMARY, 34; CILD34		11q13.4		
#617105	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 41; DEE41		11p13		
#617107	THAUVIN-ROBINET-FAIVRE SYNDROME; TROFAS		11q13.1		
#617141	ANIRIDIA 2; AN2		11p13		
#617142	ANIRIDIA 3; AN3		11p13		
#617156	MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE); MTDPS15		10q21.1		
#617159	SIFRIM-HITZ-WEISS SYNDROME; SIHIWES		12p13.31		
#617164	SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD		11q23.3		
#617171	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND IMPAIRED EXPRESSIVE LANGUAGE AND WITH OR WITHOUT SEIZURES; NEDHELS		11p15.5		
#617174	EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2; EDSPD2		12p13.31		
#617175	RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES; RDEOA		13q14.2		
#617214	SPERMATOGENIC FAILURE 17; SPGF17		12p12.3		
#617228	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31; COXPD31		13q12.12		
#617235	MYOCLONUS, INTRACTABLE, NEONATAL; NEIMY		12q13.3		
#617239	MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC; CMS21		10q11.23		
#617255	LISSENCEPHALY 8; LIS8		12q21.32		
#617258	MYOPATHY, MYOFIBRILLAR, 8; MFM8		12p12.1		
#617281	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 49; DEE49		11p15.4		
#617302	OPTIC ATROPHY 11; OPA11		10p12.1		
#617303	MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME; MPSPS		12q24.31		
#617330	HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS		10q26.3		
#617336	NEMALINE MYOPATHY 11, AUTOSOMAL RECESSIVE; NEM11		10q21.3		
#617341	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 2; CRMCC2		10q24.33		
#617383	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2; ANFH2		12q24.11		
#617384	HYPERPHENYLALANINEMIA, MILD, NON-BH4-DEFICIENT; HPANBH4		10q21.3		
#617443	BLEEDING DISORDER, PLATELET-TYPE, 21; BDPLT21		11q24.3		
#617460	RETINITIS PIGMENTOSA 79; RP79		10q22.1		
#617540	PITUITARY ADENOMA 5, MULTIPLE TYPES; PITA5		10q22.1		
#617560	SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY; SPAX8		10q26.3		
#617561	COHEN-GIBSON SYNDROME; COGIS		11q14.2		
#617574	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 13; ARCI13		12q13.3		
#617575	NEPHROTIC SYNDROME, TYPE 14; NPHS14		10q22.1		
#617592	SPERMATOGENIC FAILURE 19; SPGF19		10q25.1		
#617637	DEAFNESS, AUTOSOMAL RECESSIVE 106; DFNB106		11p15.5		
#617643	CEREBELLAR ATROPHY, DEVELOPMENTAL DELAY, AND SEIZURES; CADEDS		10q22.3		
#617663	DEAFNESS, AUTOSOMAL DOMINANT 73; DFNA73		12q21.31		
#617666	FRASER SYNDROME 2; FRASRS2		13q13.3		
#617667	FRASER SYNDROME 3; FRASRS3		12q14.3		
#617668	ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES; NELABA		11q13.4		
#617671	HELIX SYNDROME; HELIX		13q32.1		
#617681	BLEPHAROCHEILODONTIC SYNDROME 2; BCDS2		11q12.1		
#617756	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 5; EKVP5		12q13.13		
#617757	JOUBERT SYNDROME 32; JBTS32		10q24.32		
#617762	LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET; PLDECO		11q13.5		
#617767	JOUBERT SYNDROME 33; JBTS33		13q21.3-q22.1		
#617788	MENTAL RETARDATION, AUTOSOMAL DOMINANT 51; MRD51		11q13.2		
#617808	COFFIN-SIRIS SYNDROME 6; CSS6		12q12		
#617809	GELEOPHYSIC DYSPLASIA 3; GPHYSD3		11q13.1		
#617839	AMYOTROPHIC LATERAL SCLEROSIS 23; ALS23		10q22.3		
#617864	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES; NEDSGA		11q22.3		
#617874	POLYCYSTIC LIVER DISEASE 3 WITH OR WITHOUT KIDNEY CYSTS; PCLD3		11q14.1		
#617875	POLYCYSTIC LIVER DISEASE 4 WITH OR WITHOUT KIDNEY CYSTS; PCLD4		11q13.2		
#617895	SHORT-RIB THORACIC DYSPLASIA 19 WITH OR WITHOUT POLYDACTYLY; SRTD19		12q24.11		
#617899	LEUKODYSTROPHY, HYPOMYELINATING, 14; HLD14		13q13.3		
#617900	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8; IIAE8		12q14.2		
#617921	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25; ALS25		12q13.3		
#617983	MICROCEPHALY 21, PRIMARY, AUTOSOMAL RECESSIVE; MCPH21		12p13.31		
#617984	MICROCEPHALY 22, PRIMARY, AUTOSOMAL RECESSIVE; MCPH22		11q25		
#617993	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2; HFTC2		12p13.32		
#617994	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 3; HFTC3		13q13.1		
#618003	DEAFNESS, AUTOSOMAL RECESSIVE 57; DFNB57		10q24.31		
#618011	HYPEREKPLEXIA 4; HKPX4		10q23.31		
#618027	COFFIN-SIRIS SYNDROME 7; CSS7		11q13.1		
#618048	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 2; PRAAS2		13q12.3		
#618049	PARKINSONISM-DYSTONIA, INFANTILE, 2; PKDYS2		10q25.3		
#618063	CILIARY DYSKINESIA, PRIMARY, 38; CILD38		11q22.1		
#618078	OVARIAN DYSGENESIS 6; ODG6		12q15		
#618113	ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION; MMERV		11q12.2		
#618123	POLYDACTYLY, POSTAXIAL, TYPE A8; PAPA8		12q13.3		
#618126	LIDDLE SYNDROME 3; LIDLS3		12p13.31		
#618141	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 67; EIEE67		12q24.11-q24.12		
#618145	DEAFNESS, AUTOSOMAL RECESSIVE 111; DFNB111		11q23.3		
#618152	SPERMATOGENIC FAILURE 33; SPGF33		12q24.31		
#618155	OPHTHALMOPLEGIA, EXTERNAL, WITH RIB AND VERTEBRAL ANOMALIES; EORVA		12q21.31		
#618158	INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD		11q13.5-q14.1		
#618161	JOUBERT SYNDROME 35; JBTS35		10q24.32		
#618162	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, KRAKOW TYPE; SEMDK		11q23.3		
#618167	OSTEOCHONDRODYSPLASIA, BRACHYDACTYLY, AND OVERLAPPING MALFORMED DIGITS; OCBMD		12q23.3		
#618173	RETINITIS PIGMENTOSA 83; RP83		10q24.32		
#618178	NEPHROTIC SYNDROME, TYPE 19; NPHS19		11p11.2		
#618179	MICROCEPHALY 24, PRIMARY, AUTOSOMAL RECESSIVE; MCPH24		12q23.2		
#618218	BAKER-GORDON SYNDROME; BAGOS		12q21.2		
#618221	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66; MRT66		12p13.32		
#618222	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 2; MC1DN2		11q13.2		
#618225	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 4; MC1DN4		11q13.2		
#618230	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 8; MC1DN8		11p11.2		
#618241	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 19; MC1DN19		11q24.2		
#618244	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 23; MC1DN23		12q22		
#618247	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26; MC1DN26		12p13.32		
#618250	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 29; MC1DN29		11q14.1		
#618252	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 32; MC1DN32		10q24.31		
#618254	CILIARY DYSKINESIA, PRIMARY, 39; CILD39		11p15.5		
#618278	FIBROSIS, NEURODEGENERATION, AND CEREBRAL ANGIOMATOSIS; FINCA		10q25.3		
#618280	CARDIAC-UROGENITAL SYNDROME; CUGS		11q12.2		
#618284	MICROCEPHALY, CATARACTS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSTONIA WITH ABNORMAL STRIATUM; MCIDDS		11p14.1		
#618287	MUCOCUTANEOUS ULCERATION, CHRONIC; CMCU		11q13.1		
#618295	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67; MRT67		11p15.4		
#618321	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2		13q34		
#618323	MYASTHENIC SYNDROME, CONGENITAL, 25, PRESYNAPTIC; CMS25		12p13.31		
#618336	INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, GENITAL ANOMALIES, AND IMMUNODEFICIENCY; IMAGEI		12q24.33		
#618348	GALLOWAY-MOWAT SYNDROME 7; GAMOS7		12q15		
#618362	COFFIN-SIRIS SYNDROME 8; CSS8		12q13.2		
#618364	MYOCLONUS, FAMILIAL, 2; MYOCL2		12q13.13		
#618381	FACIAL DYSMORPHISM, HYPERTRICHOSIS, EPILEPSY, INTELLECTUAL/DEVELOPMENTAL DELAY, AND GINGIVAL OVERGROWTH SYNDROME; FHEIG		11q13.1		
#618386	AMELOGENESIS IMPERFECTA, TYPE IIIC; AI3C		11q13.4		
#618388	FETAL AKINESIA DEFORMATION SEQUENCE 2; FADS2		11p11.2		
#618415	CATARACT 48; CTRCT48		10q24.2		
#618432	HYDATIDIFORM MOLE, RECURRENT, 4; HYDM4		11q13.2		
#618434	DEAFNESS, AUTOSOMAL RECESSIVE 94; DFNB94		11q14.1		
#618435	ARTHROGRYPOSIS, DISTAL, TYPE 2B2; DA2B2		11p15.5		
#618440	OCULOSKELETODENTAL SYNDROME; OCSKD		11p15.1		
#618479	CEREBELLAR, OCULAR, CRANIOFACIAL, AND GENITAL SYNDROME; COFG		13q13.3		
#618494	CONGENITAL HYPOTONIA, EPILEPSY, DEVELOPMENTAL DELAY, AND DIGITAL ANOMALIES; CHEDDA		12p13.31		
#618496	AORTIC VALVE DISEASE 3; AOVD3		11q24.2		
#618504	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 71; MRT71		11q22.3		
#618522	INTELLECTUAL DEVELOPMENTAL DISORDER 59; MRD59		10q22.2		
#618524	MYOPATHY, CONGENITAL, WITH TREMOR; MYOTREM		12q23.2		
#618535	ECTODERMAL DYSPLASIA 15, HYPOHIDROTIC/HAIR TYPE; ECTD15		11q13.1		
#618547	NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES; NEDVIBA		10q22.1		
#618549	HEPATITIS, FULMINANT VIRAL, SUSCEPTIBILITY TO; FVH		11q13.4		
#618550	OOCYTE MATURATION DEFECT 7; OOMD7		11q21		
#618564	MICROANGIOPATHY AND LEUKOENCEPHALOPATHY, PONTINE, AUTOSOMAL DOMINANT; PADMAL		13q34		
#618591	SHORT SLEEP, FAMILIAL NATURAL, 2; FNSS2		10q25.3		
#618594	NEPHROTIC SYNDROME, TYPE 21; NPHS21		12q14.1		
#618596	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16; EIG16		10q22.3		
#618606	PONTOCEREBELLAR HYPOPLASIA, TYPE 13; PCH13		11q13.1		
#618608	INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES; IDNADFS	CHROMOSOME 12q15 DELETION SYNDROME, INCLUDED	12q15		
#618624	NOONAN SYNDROME 12; NS12		11p15.2		
#618637	OCULOPHARYNGEAL MYOPATHY WITH LEUKOENCEPHALOPATHY 1; OPML1		10q22.3		
#618652	NEUROOCULOCARDIOGENITOURINARY SYNDROME; NOCGUS		10p15.3		
#618653	INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF		11q23.3		
#618659	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL SKELETAL ANOMALIES; NEDDFSA		10q22.3		
#618670	SPERMATOGENIC FAILURE 41; SPGF41		10q22.2		
#618674	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 5; PFBMFT5		12q24.31		
#618681	LESSEL-KUBISCH SYNDROME; LSKB		12q15		
#618683	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 6; MC5DN6		10q24.33		
#618725	INTELLECTUAL DEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT SEIZURES; IDDBCS		11p11.2		
#618729	LIANG-WANG SYNDROME; LIWAS		10q22.3		
#618730	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CORTICAL MALFORMATIONS, AND SPASTICITY; NEDMCMS		11q12.1		
#618731	NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES AND WITH OR WITHOUT VERTEBRAL OR CARDIAC ANOMALIES; NEDBAVC		12q24.31		
#618737	PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS		10q26.3		
#618741	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, SPASTICITY, AND BRAIN ATROPHY; NEDESBA		11q23.3		
#618748	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA		13q12.13		
#618763	JOUBERT SYNDROME 36; JBTS36		10q22.2		
#618766	ARTHROGRYPOSIS MULTIPLEX CONGENITA 4, NEUROGENIC, WITH AGENESIS OF THE CORPUS CALLOSUM; AMC4		12q23.1		
#618767	CORNEAL DYSTROPHY, MEESMANN, 2; MECD2		12q13.13		
#618779	COFFIN-SIRIS SYNDROME 11; CSS11		12q13.12		
#618795	JUVENILE ARTHRITIS; JUVAR		13q14.11		
#618801	CILIARY DYSKINESIA, PRIMARY, 45; CILD45		11q23.2		
#618805	TRIOKINASE AND FMN CYCLASE DEFICIENCY SYNDROME; TKFCD		11q12.2		
#618820	GENITOURINARY AND/OR BRAIN MALFORMATION SYNDROME; GUBS		12q21.2-q21.3		
#618839	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 42; COXPD42		12q24.31		
#618845	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 3; VCRL3		11q13.4		
#618856	DIABETES MELLITUS, PERMANENT NEONATAL 2; PNDM2	DEVELOPMENTAL DELAY, EPILEPSY, AND NEONATAL DIABETES 1, INCLUDED; DEND1, INCLUDED	11p15.1		
#618857	DIABETES MELLITUS, PERMANENT NEONATAL 3; PNDM3	DEVELOPMENTAL DELAY, EPILEPSY, AND NEONATAL DIABETES 2, INCLUDED; DEND2, INCLUDED	11p15.1		
#618858	DIABETES MELLITUS, PERMANENT NEONATAL 4; PNDM4		11p15.5		
#618863	RETINAL DYSTROPHY WITH LEUKODYSTROPHY; RDLKD		10p12.1		
#618884	PROTEINURIA, CHRONIC BENIGN; PROCHOB		10p13		
#618886	PSEUDO-TORCH SYNDROME 3; PTORCH3		12q13.3		
#618891	MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME; MDBH		11p15.4		
#618908	SILVER-RUSSELL SYNDROME 5; SRS5		12q14.3		
#618961	SPONDYLOMETAPHYSEAL DYSPLASIA WITH CORNEAL DYSTROPHY; SMDCD		11q13.1		
#618963	IMMUNODEFICIENCY 69; IMD69		12q15		
#618971	TOLCHIN-LE CAIGNEC SYNDROME; TOLCAS		11p15.2		
#618975	MYOPATHY, CONGENITAL, WITH DIAPHRAGMATIC DEFECTS, RESPIRATORY INSUFFICIENCY, AND DYSMORPHIC FACIES; MYODRIF		11p15.1		
#618982	IMMUNODEFICIENCY 72 WITH AUTOINFLAMMATION; IMD72		12q13.1-q13.2		
#619000	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEIZURES AND LANGUAGE DELAY; IDDSELD		12q24.31		
#619004	DEEAH SYNDROME; DEEAH		11p11.2		
#619005	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, IMPAIRED SPEECH, AND HYPOTONIA; NEDDISH		11p11.2		
#619009	OOCYTE MATURATION DEFECT 8; OOMD8		11q23.1		
#619028	COENZYME Q10 DEFICIENCY, PRIMARY, 9; COQ10D9		12q24.31		
#619053	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 10; MC4DN10		12q13.12		
#619059	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 15; MC4DN15		11q13.1		
#619074	CLEFT PALATE, PROLIFERATIVE RETINOPATHY, AND DEVELOPMENTAL DELAY; CPPRDD		11q13.5		







