OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 3, 4, 5)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#618680	PANCREATIC CANCER, SUSCEPTIBILITY TO, 5; PNCA5		3q13.33		
#618687	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND BEHAVIORAL ABNORMALITIES; IDDSSBA		3p25.2-p25.1		
#618695	CILIARY DYSKINESIA, PRIMARY, 42; CILD42		5q11.2		
#618727	ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES; EDFAOB		3p21.31		
#618736	STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS		3q24		
#618745	SPERMATOGENIC FAILURE 42; SPGF42		4q31.22		
#618751	SPERMATOGENIC FAILURE 43; SPGF43		5p13.2		
#618780	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 7; CHTD7		5q35.3		
#618781	CILIARY DYSKINESIA, PRIMARY, 44; CILD44		3p24.1		
#618787	DEAFNESS, AUTOSOMAL DOMINANT 76; DFNA76		3q23		
#618792	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 84; DEE84		4p14		
#618800	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 28; SCAR28		5q33.3		
#618822	MYOPATHY, CONGENITAL, WITH RESPIRATORY INSUFFICIENCY AND BONE FRACTURES; MYORIBF		3q26.33		
#618823	MYOPATHY, CONGENITAL PROXIMAL, WITH MINICORE LESIONS; MYOPMIL		3q26.33		
#618825	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY; MRD63		5p15.2		
#618830	AUTISM, SUSCEPTIBILITY TO, 20; AUTS20		3q26.31		
#618838	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 41; COXPD41		4q31.3		
#618841	HYPOGONADOTROPIC HYPOGONADISM 25 WITH ANOSMIA; HH25		4q27		
#618846	DIETS-JONGMANS SYNDROME; DIJOS		5q31.2		
#618853	ANAUXETIC DYSPLASIA 3; ANXD3		3q13.2		
#618872	NIZON-ISIDOR SYNDROME; NIZIDS		3q25.1		
#618875	SEIZURES, EARLY-ONSET, WITH NEURODEGENERATION AND BRAIN CALCIFICATIONS; SENEBAC		3q29		
#618890	NEURODEVELOPMENTAL DISORDER AND STRUCTURAL BRAIN ANOMALIES WITH OR WITHOUT SEIZURES AND SPASTICITY; NEDBASS		3p21.31		
#618892	HARDEROPORPHYRIA; HARPO		3q11.2		
#618910	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86; DEE86		3p21.31		
#618914	NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED		5q35.1		
#618917	NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; NEDLIB		4q32.1		
#618918	PERIVENTRICULAR NODULAR HETEROTOPIA 9; PVNH9		5q13.2		
#618922	NEURODEVELOPMENTAL DISORDER WITH SEIZURES, HYPOTONIA, AND BRAIN IMAGING ABNORMALITIES; NEDSHBA		3p26.1		
#619011	OOCYTE MATURATION DEFECT 9; OOMD9		5p15.33		
#619025	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 50; COXPD50		3p25.1		







