OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 14, 15, 16, 17)'
Downloaded:	Nov 17, 2020
#617514	IMMUNODEFICIENCY 52; IMD52		16p11.2		
#617516	STANKIEWICZ-ISIDOR SYNDROME; STISS		17q24.2		
#617557	GABRIELE-DE VRIES SYNDROME; GADEVS		14q32.2		
#617562	MECKEL SYNDROME 13; MKS13	JOUBERT SYNDROME 29, INCLUDED; JBTS29, INCLUDED	17p13.1		
#617563	OROFACIODIGITAL SYNDROME XVI; OFD16		17p13.1		
#617565	PERRAULT SYNDROME 6; PRLTS6		17q11.2		
#617596	MALEYLACETOACETATE ISOMERASE DEFICIENCY; MAAID		14q24.3		
#617605	DEAFNESS, AUTOSOMAL DOMINANT 71; DFNA71		15q21.2		
#617639	DEAFNESS, AUTOSOMAL RECESSIVE 107; DFNB107		17q25.1		
#617664	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32; COXPD32		16p13.3		
#617672	NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY; CONDBA		17q21.31		
#617694	AL KAISSI SYNDROME; ALKAS		16q24.3		
#617706	SPERMATOGENIC FAILURE 22; SPGF22		16p13.3		
#617707	SPERMATOGENIC FAILURE 23; SPGF23		17q22		
#617713	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33; COXPD33		17p13.2		
#617717	AUDITORY NEUROPATHY AND OPTIC ATROPHY; ANOA		17q25.1		
#617719	EPIPHYSEAL DYSPLASIA, MULTIPLE, 7; EDM7		17q25.3		
#617721	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IX; HMN9		14q32.2		
#617729	GALLOWAY-MOWAT SYNDROME 3; GAMOS3		14q11.2		
#617743	OOCYTE MATURATION DEFECT 4; OOMD4		15q21.1		
#617755	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES; NEDDFL		17q24.2		
#617780	COMBINED IMMUNODEFICIENCY AND MEGALOBLASTIC ANEMIA WITH OR WITHOUT HYPERHOMOCYSTEINEMIA; CIMAH		14q23.3		
#617781	RETINITIS PIGMENTOSA 80; RP80		16p13.3		
#617784	FANCONI ANEMIA, COMPLEMENTATION GROUP W; FANCW		16q23.1		
#617854	MENTAL RETARDATION, AUTOSOMAL DOMINANT 56; MRD56		17q23.1		
#617862	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY; NEDMEBA		14q21.1		
#617866	SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY; SRTD18		14q24.3		
#617871	RETINITIS PIGMENTOSA 81; RP81		14q24.3		
#617872	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34; COXPD34		17q25.1		
#617883	FANCONI ANEMIA, COMPLEMENTATION GROUP S; FANCS		17q21.31		
#617913	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES; NEDMCR		17p13.3		
#617941	SHWACHMAN-DIAMOND SYNDROME 2; SDS2		15q25.2		
#617965	SPERMATOGENIC FAILURE 27; SPGF27		14q32.2		
#617967	HYDROCEPHALUS, CONGENITAL, 3, WITH BRAIN ANOMALIES; HYC3		17p13.3		
#617977	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA AND BRAIN ABNORMALITIES WITH OR WITHOUT SEIZURES; NEDSBAS		17q25.3		
#618005	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 1; CDGF1		14q23.3		
#618009	INTELLECTUAL DEVELOPMENTAL DISORDER 61; MRD61		17q23.2		
#618010	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17		14q24.1		
#618015	PROTOPORPHYRIA, ERYTHROPOIETIC, 2; EPP2		15q22.31		
#618050	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57; MRD57		17q23.2		
#618052	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC 27; CMH27		15q25.3		
#618060	INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA; IDDECA		15q22.2		
#618067	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66; EIEE66		14q32.33		
#618074	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 6; FAME6		16p12.1		
#618086	SPERMATOGENIC FAILURE 28; SPGF28		14q21.2		
#618087	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND		17q21.33		
#618088	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES; NEDAMSS		14q24.3		
#618092	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA		14q32.2		
#618093	SPINOCEREBELLAR ATAXIA 48; SCA48		16p13.3		
#618094	DEAFNESS, AUTOSOMAL RECESSIVE 110; DFNB110		14q12		
#618096	PREMATURE OVARIAN FAILURE 15; POF15		14q21.2		
#618097	MICROCEPHALY, GROWTH RESTRICTION, AND INCREASED SISTER CHROMATID EXCHANGE 2; MGRISCE2		17p11.2		
#618098	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 5; PEOB5		17p11.2		
#618103	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64; MRT64		15q24.3		
#618107	OSTEOPETROSIS, AUTOSOMAL DOMINANT 3; OPTA3		17q21.31		
#618110	SPERMATOGENIC FAILURE 30; SPGF30		14q32.33		
#618112	SPERMATOGENIC FAILURE 31; SPGF31		16q22.2		
#618114	LIDDLE SYNDROME 2; LIDLS2		16p12.2		
#618129	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 4; LGMDD4		15q15.1		
#618131	IMMUNODEFICIENCY 58; IMD58		16q22.1		
#618142	MICROCEPHALY, FACIAL DYSMORPHISM, RENAL AGENESIS, AND AMBIGUOUS GENITALIA SYNDROME; MFRG		16q24.3		
#618143	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 18; GPIBD18		17q11.2		
#618144	USHER SYNDROME, TYPE IV; USH4		17q24.2		
#618147	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES; IDDHDF	CHROMOSOME 14q32 DELETION SYNDROME, INCLUDED	14q32.2		
#618150	SAUL-WILSON SYNDROME; SWILS		16q22.1		
#618164	CARDIAC, FACIAL, AND DIGITAL ANOMALIES WITH DEVELOPMENTAL DELAY; CAFDADD		16p13.3		
#618165	BONE MARROW FAILURE SYNDROME 5; BMFS5		17p13.1		
#618176	NEPHROTIC SYNDROME, TYPE 17; NPHS17		17q25.1		
#618182	ORTHOSTATIC HYPOTENSION 2; ORTHYP2		17q23.3		
#618186	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3; CHN3		17q21.2		
#618187	OVARIAN DYSGENESIS 8; ODG8		14q23.2-q23.3		
#618195	INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA; IDDRP		15q24.3		
#618198	MYASTHENIC SYNDROME, CONGENITAL, 24, PRESYNAPTIC; CMS24		15q23		
#618205	SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS		17p13.1		
#618220	RETINITIS PIGMENTOSA 84; RP84		16q22.2		
#618223	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION; VETD		17q23.2		
#618231	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 2; EV2		17q25.3		
#618234	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11		15q15.1		
#618242	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 21; MC1DN21		14q12		
#618248	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 27; MC1DN27		15q22.31		
#618264	MIRROR MOVEMENTS 4; MRMV4		17p13.1		
#618266	PONTOCEREBELLAR HYPOPLASIA, TYPE 12; PCH12		17q21.2		
#618267	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3; EV3		15q26.1		
#618268	TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS		17q23.3		
#618272	GLOBAL DEVELOPMENTAL DELAY, LUNG CYSTS, OVERGROWTH, AND WILMS TUMOR; GLOW		14q32.13		
#618283	VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI; VIPB		14q32.32-q32.33		
#618300	CILIARY DYSKINESIA, PRIMARY, 40; CILD40		17p12		
#618313	DIAMOND-BLACKFAN ANEMIA 20; DBA20		16p12.3		
#618316	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC DEFECTS AND DYSMORPHIC FACIES; IDDCDF		17q25.1		
#618324	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 2; CDGF2		16q22.1		
#618331	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH EPISODIC RHABDOMYOLYSIS; PEERB		16q24.3		
#618332	MENKE-HENNEKAM SYNDROME 1; MKHK1		16p13.3		
#618341	SPERMATOGENIC FAILURE 35; SPGF35		17q25.1		
#618353	OOCYTE MATURATION DEFECT 6; OOMD6		16p12.3-p12.2		
#618367	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND HYPOMYELINATION; NEDMEHM		15q25.1		
#618371	TURNPENNY-FRY SYNDROME; TPFS		17q12		
#618374	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 72; EIEE72		17q12		
#618392	SPONDYLOEPIPHYSEAL DYSPLASIA, KONDO-FU TYPE; SEDKF		16q23.3-q24.1		
#618393	FETAL AKINESIA DEFORMATION SEQUENCE 4; FADS4		17p13.2		
#618419	GONADAL DYSGENESIS, DYSMORPHIC FACIES, RETINAL DYSTROPHY, AND MYOPATHY; GDRM		14q13.2		
#618420	SPERMATOGENIC FAILURE 36; SPGF36		14q13.2		
#618436	ARTHROGRYPOSIS, DISTAL, TYPE 2B3; DA2B3		17p13.1		
#618438	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE; SPAX9		15q15.1		
#618443	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT VARIABLE BRAIN ABNORMALITIES; NEDBA		16p13.3		
#618449	CILIARY DYSKINESIA, PRIMARY, 41; CILD41		17q12		
#618451	NEURODEGENERATION, EARLY-ONSET, WITH CHOREOATHETOID MOVEMENTS AND MICROCYTIC ANEMIA; NDCAMA		15q25.1		
#618456	DEAFNESS, AUTOSOMAL RECESSIVE 114; DFNB114		17p11.2		
#618457	DEAFNESS, AUTOSOMAL RECESSIVE 115; DFNB115		17p13.2		
#618464	PARAGANGLIOMAS 6; PGL6		17p13.2		
#618469	CONTRACTURES, PTERYGIA, AND SPONDYLOCARPOTARSAL FUSION SYNDROME 1B; CPSFS1B		17p13.1		
#618475	PARAGANGLIOMAS 7; PGL7		14q24.3		
#618477	URIDINE-CYTIDINEURIA; URCTU		15q25.3		
#618481	DEAFNESS, AUTOSOMAL RECESSIVE 99; DFNB99		17q12		
#618500	HOLOPROSENCEPHALY 12 WITH OR WITHOUT PANCREATIC AGENESIS; HPE12		16q21		
#618505	NEURODEVELOPMENTAL DISORDER WITH COARSE FACIES AND MILD DISTAL SKELETAL ABNORMALITIES; NEDCFSA		17p13.1		
#618528	MITOCHONDRIAL DNA DEPLETION SYNDROME 16 (HEPATIC TYPE); MTDPS16		17q23.3		
#618529	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 2; RRS2		17p13.3		
#618534	IMMUNODEFICIENCY 64; IMD64		15q14		
#618541	HYPOPIGMENTATION, ORGANOMEGALY, AND DELAYED MYELINATION AND DEVELOPMENT; HOD		16p13.3		
#618548	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 4; MCAHS4		16p13.3		
#618555	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE1I; CSNB1I		17p13.1		
#618559	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 79; EIEE79		15q12		
#618577	NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF		17q25.3		
#618580	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 80; DEE80		15q21.3		
#618603	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB		17p13.1		
#618618	SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN		16q22.1		
#618643	SPERMATOGENIC FAILURE 39; SPGF39		17q25.3		
#618644	OSTEOGENESIS IMPERFECTA, TYPE XX; OI20		15q25.1		
#618648	IMMUNODEFICIENCY 65, SUSCEPTIBILITY TO VIRAL INFECTIONS; IMD65		14q12		
#618662	DIARRHEA 11, MALABSORPTIVE, CONGENITAL; DIAR11		16p13.3		
#618663	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 81; DEE81		15q21.2		
#618699	CILIARY DYSKINESIA, PRIMARY, 43; CILD43		17q25.1		
#618702	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES; SSMGA		16q22.1		
#618719	MEGABLADDER, CONGENITAL; MGBL		17p12		
#618721	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 82; DEE82		16q21		
#618723	PREMATURE OVARIAN FAILURE 16; POF16		15q25.2		
#618728	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST		16q24.3		
#618752	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT; SCN8		14q13.2		
#618760	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS; NEDHAHM		17p13.1		
#618770	SPASTIC PARAPLEGIA 82, AUTOSOMAL RECESSIVE; SPG82		17q25.3		
#618776	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 34; MC1DN34		17q25.3		
#618786	IMAGAWA-MATSUMOTO SYNDROME; IMMAS		17q11.2		
#618793	INTELLECTUAL DEVELOPMENTAL DISORDER 62; MRD62		17p13.1		
#618797	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT		14q13.2		
#618803	RESPIRATORY PAPILLOMATOSIS, JUVENILE RECURRENT, CONGENITAL; JRRP		17p13.2		
#618811	MITOCHONDRIAL DNA DEPLETION SYNDROME 18; MTDPS18		14q13.3		
#618828	NABAIS SA-DE VRIES SYNDROME, TYPE 1; NSDVS1		17q21.33		
#618829	NABAIS SA-DE VRIES SYNDROME, TYPE 2; NSDVS2		17q21.33		
#618832	EPILEPSY, EARLY-ONSET, WITH OR WITHOUT DEVELOPMENTAL DELAY; EPEDD		16p11.2		
#618851	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 43; COXPD43		17p13.3		
#618882	IMERSLUND-GRASBECK SYNDROME 2; IGS2		14q32.32		
#618901	46,XX SEX REVERSAL 5; SRXX5		15q26.2		
#618906	INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISTIC FEATURES AND LANGUAGE DELAY, WITH OR WITHOUT SEIZURES; IDDALDS		17q23.2-q23.3		
#618912	SORBITOL DEHYDROGENASE DEFICIENCY WITH PERIPHERAL NEUROPATHY; SORDD		15q21.1		
#618915	DEAFNESS, AUTOSOMAL DOMINANT 77; DFNA77		16p13.11		
#618935	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 5; CGD5		17q25.3		
#618948	HETEROTAXY, VISCERAL, 9, AUTOSOMAL, WITH MALE INFERTILITY; HTX9		15q21.3		
#618951	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 45; COXPD45		17q25.3		
#618952	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 46; COXPD46		17q22		
#618960	MITCHELL SYNDROME; MITCH		17q25.1		
#618972	MITOCHONDRIAL DNA DEPLETION SYNDROME 19; MTDPS19		17q25.3		
#618974	LI-GHORBANI-WEISZ-HUBSHMAN SYNDROME; LIGOWS		16p11.2		
#618985	GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 2, AUTOSOMAL DOMINANT; GHISID2		17q21.2		
#619003	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 35; MC1DN35		16p13.3		
#619007	RETINITIS PIGMENTOSA 90; RP90		15q25.1		
#619016	IFAP SYNDROME 2; IFAP2		17p11.2		
#619024	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 49; COXPD49		17p11.2		
#619033	VISSERS-BODMER SYNDROME; VIBOS		16q21		
#619044	SPERMATOGENIC FAILURE 44; SPGF44		17q24.1		
#619048	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 4; MC4DN4		17p13.1		
#619052	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 8; MC4DN8		17q23.3		
#619056	NEURODEVELOPMENTAL DISORDER WITH SPEECH IMPAIRMENT AND DYSMORPHIC FACIES; NEDSID		16p11.2		
#619058	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 14; MC4DN14		17q21.2		
#619060	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 16; MC4DN16		16q24.1		
#619061	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 17; MC4DN17		14q32.33		
#619062	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 18; MC4DN18		16p11.2		
#619064	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 20; MC4DN20		15q24.2		







