Approved symbol,class,chr,classic_caf,max_af,exon_score
RIPK1,confirmed_noBrain_0homko,6,0.000064061,0.00000797,0.559573412698413
RIPK2,noDisorder_0homko,8,0.000024847,0.0000043059,0.779913739987677
RIPK3,noDisorder_0homko,14,0.0002234,0.000047732,0.246692357096981
RIPK4,confirmed_noBrain_1homko,21,0.0010734,0.00096842,0.783524416135881
RIPOR1,noDisorder_0homko,16,0.000096508,0.000031861,0.612486338797814
RIPOR2,PMT_noBrain_0homko,6,0.000032377,0.000024341,0.799681933842239
RIPOR3,training_validation_dispensable,20,0.0029573,0.0023688,0.665685243603225
RIPPLY1,noDisorder_0homko,X,0.000022544,0.000022544,0.451754385964912
RIPPLY2,PMT_Brain_0homko,6,0.00012744,0.0001233,0.493540051679587
RIPPLY3,noDisorder_0homko,21,0.000073173,0.000049284,0.291448516579407
RIT1,training_validation_brain_disease,1,0.00004379,0.0000039954,0.830454545454546
RIT2,noDisorder_0homko,18,0.0001082,0.000035873,0.920642201834862
RITA1,noDisorder_0homko,12,0.00086261,0.00062978,0.291481481481481
RLBP1,confirmed_noBrain_0homko,15,0.00018804,0.000091625,0.888574423480084
RLF,noDisorder_0homko,1,0.0000039961,0.0000039961,0.859825935596171
RLIM,training_validation_brain_disease,X,0.000005456,0.000005456,0.888853333333333
RLN1,noDisorder_0homko,9,0.00001881,0.0000094215,0.0870967741935484
RLN2,noDisorder_0homko,9,0.0000516,0.000034291,0.0706093189964158
RLN3,noDisorder_0homko,19,0.0003306,0.00030663,0.508158508158508
RMC1,noDisorder_0homko,18,0.000079627,0.0000079879,0.896859169199595
RMDN1,training_validation_dispensable,8,0.00045348,0.00025469,0.8
RMDN2,noDisorder_0homko,2,0.0006562,0.00025742,0.716139497161395
RMDN3,noDisorder_0homko,15,0.0002373,0.000072763,0.777282377919321
RMI1,noDisorder_0homko,9,0.00027654,0.00005578,0.656176783812567
RMI2,noDisorder_0homko,16,0,0,0.679054054054054
RMND1,training_validation_brain_disease,6,0.00022037,0.000084318,0.684962962962963
RMND5A,noDisorder_0homko,2,0.000028064,0.000012005,0.962585034013605
RMND5B,training_validation_dispensable,5,0.00060512,0.00031812,0.914805414551607
RNASE1,noDisorder_0homko,14,0.000019896,0.000011937,0.265817409766454
RNASE2,noDisorder_0homko,14,,,0.148971193415638
RNASE3,noDisorder_0homko,14,,,0.113871635610766
RNASE4,training_validation_dispensable,14,0.000099515,0.000071634,0.561036036036036
RNASE6,noDisorder_0homko,14,0.0000039765,0.0000039765,0.241942604856512
RNASE7,noDisorder_0homko,14,0.0000079901,0.0000040086,0.358174097664543
RNASE8,noDisorder_0homko,14,,,0.230967741935484
RNASE9,noDisorder_0homko,14,0,0,0.0614886731391586
RNASE10,noDisorder_0homko,14,0,0,0.390853658536585
RNASE11,noDisorder_0homko,14,,,0.151166666666667
RNASE12,noDisorder_0homko,14,0,0,0.427702702702703
RNASE13,noDisorder_0homko,14,0.000023863,0.000019886,0.342038216560509
RNASEH1,training_validation_brain_disease,2,0.000089475,0.000023875,0.618583042973287
RNASEH2A,training_validation_brain_disease,19,0.00019088,0.000099419,0.787777777777778
RNASEH2B,training_validation_brain_disease,13,0.00016522,0.000052946,0.849307774227902
RNASEH2C,training_validation_brain_disease,11,0.000045796,0.0000079527,0.410909090909091
RNASEK,noDisorder_0homko,17,0,0,0.936363636363636
RNASEL,confirmed_noBrain_1homko,1,0.0045014,0.0036157,0.354357592093441
RNASET2,training_validation_brain_disease,6,0.000073677,0.000023866,0.490272373540856
RND1,noDisorder_0homko,12,0.000012079,0.0000040598,0.853218884120172
RND2,noDisorder_0homko,17,0.00014788,0.000043945,0.899853801169591
RND3,noDisorder_0homko,2,0,0,0.962312925170068
RNF2,noDisorder_0homko,1,0.000015928,0.0000079541,0.961819980217606
RNF4,noDisorder_0homko,4,0.0000040132,0.0000040132,0.822687609075044
RNF5,noDisorder_0homko,6,0.000072272,0.000019886,0.916758747697974
RNF6,confirmed_noBrain_0homko,13,0.000079921,0.00001193,0.65131195335277
RNF7,noDisorder_0homko,3,0.00002813,0.000012003,0.954385964912281
RNF8,noDisorder_0homko,6,0.0000079773,0.000003997,0.730041152263375
RNF10,noDisorder_0homko,12,0.00062151,0.00051364,0.914696223316913
RNF11,noDisorder_0homko,1,0.0000081638,0.0000041375,0.966236559139785
RNF13,training_validation_brain_disease,3,0.000049173,0.0000047378,0.92303664921466
RNF14,noDisorder_0homko,5,0.00011261,0.000028475,0.896561403508772
RNF17,training_validation_dispensable,13,0.011712,0.011659,0.743123973727422
RNF19A,noDisorder_0homko,8,0.00014777,0.000019896,0.938021454112038
RNF19B,noDisorder_0homko,1,0.0001313,0.000087483,0.820810564663024
RNF20,noDisorder_0homko,9,0.00027547,0.000020067,0.917725409836065
RNF24,noDisorder_0homko,20,0.00002083,0.0000044206,0.972259507829978
RNF25,noDisorder_0homko,2,0.0002031,0.00010341,0.701449275362319
RNF26,noDisorder_0homko,11,0,0,0.683333333333333
RNF31,noDisorder_0homko,14,0.000052366,0.0000081286,0.78807082945014
RNF32,training_validation_dispensable,7,0.038421,0.037067,0.645638200183655
RNF34,noDisorder_0homko,12,0.000064156,0.000011932,0.86041108132261
RNF38,noDisorder_0homko,9,0.000039986,0.000032028,0.969121447028424
RNF39,training_validation_dispensable,6,0.00026644,0.000059666,0.383380547686497
RNF40,noDisorder_0homko,16,0.0003976,0.00031336,0.841683300066534
RNF41,noDisorder_0homko,12,0.00000796,0.000003983,0.936897274633124
RNF43,confirmed_noBrain_0homko,17,0.000085683,0.000016986,0.746811224489796
RNF44,noDisorder_0homko,5,0.00011892,0.000024561,0.897844495765974
RNF103,noDisorder_0homko,2,0.000039859,0.0000039968,0.885860058309038
RNF111,noDisorder_0homko,15,0.000052511,0.0000045811,0.945829111786559
RNF112,noDisorder_0homko,17,0.000065037,0.0000082621,0.500791139240506
RNF113A,training_validation_brain_disease,X,0,0,0.742732558139535
RNF113B,noDisorder_0homko,13,0.00038646,0.00032613,0.628070175438596
RNF114,noDisorder_0homko,20,0.000016084,0.0000041244,0.852983988355167
RNF115,noDisorder_0homko,1,,,0.922513661202186
RNF121,noDisorder_0homko,11,0.0000084644,0.0000044845,0.946443089430894
RNF122,noDisorder_0homko,8,0.00002397,0.000015909,0.92991452991453
RNF123,noDisorder_0homko,3,0.0002288,0.000027901,0.886514575411914
RNF125,training_validation_brain_disease,18,0.00012014,0.000031941,0.85722460658083
RNF126,noDisorder_0homko,19,0.0000081801,0.0000041482,0.864957264957265
RNF128,noDisorder_0homko,X,0.000039716,0.0000066799,0.801554001554002
RNF130,noDisorder_0homko,5,0.000044302,0.0000080341,0.957698412698413
RNF133,noDisorder_0homko,7,0,0,0.440848806366048
RNF135,noDisorder_0homko,17,0.00041907,0.00023148,0.328945342571209
RNF138,noDisorder_0homko,18,0.000034858,0.000026505,0.981707317073171
RNF139,confirmed_noBrain_0homko,8,0.00016026,0.000059906,0.932481203007519
RNF141,noDisorder_0homko,11,0.00012063,0.000032384,0.944588744588745
RNF144A,noDisorder_0homko,2,0.000007963,0.0000039852,0.928896473265074
RNF144B,noDisorder_0homko,6,0.00013938,0.000023874,0.811074561403509
RNF145,noDisorder_0homko,5,0.000020795,0.0000044425,0.878614457831325
RNF146,noDisorder_0homko,6,0.000036235,0.000011965,0.899907407407407
RNF148,noDisorder_0homko,7,0,0,0.409368191721133
RNF149,noDisorder_0homko,2,0.000078613,0.000016898,0.723857024106401
RNF150,noDisorder_0homko,4,0.000077055,0.0000089136,0.911541381928626
RNF151,noDisorder_0homko,16,0.000059421,0.000013219,0.687669376693767
RNF152,noDisorder_0homko,18,0.000043753,0.000019888,0.893464052287582
RNF157,noDisorder_0homko,17,0.00021968,0.000067807,0.823039215686274
RNF165,noDisorder_0homko,18,0.000031834,0.000027845,0.96628242074928
RNF166,noDisorder_0homko,16,0.000012007,0.000012007,0.900420168067227
RNF167,noDisorder_0homko,17,0.00014344,0.000031817,0.837416904083571
RNF168,training_validation_brain_disease,3,0.00046986,0.000039901,0.519755244755245
RNF169,noDisorder_0homko,11,0.00014041,0.000056134,0.701175364362952
RNF170,training_validation_brain_disease,8,0.000064335,0.000032104,0.958944658944659
RNF175,training_validation_dispensable,4,0.0025321,0.00094123,0.697872340425532
RNF180,noDisorder_0homko,5,0.00015152,0.000011952,0.823664980326026
RNF181,noDisorder_0homko,2,0.00032365,0.00014316,0.916883116883117
RNF182,noDisorder_0homko,6,0.00010352,0.000039812,0.836693548387097
RNF183,noDisorder_0homko,9,0,0,0.635924006908463
RNF185,noDisorder_0homko,22,0.000027997,0.0000079747,0.943523316062176
RNF186,noDisorder_0homko,1,0,0,0.457017543859649
RNF187,noDisorder_0homko,1,0,0,0.366242937853107
RNF207,training_validation_dispensable,1,0.00043614,0.00011981,0.758005249343832
RNF208,noDisorder_0homko,9,0.000012777,0.0000044343,0.831043256997456
RNF212,confirmed_noBrain_0homko,4,0.000051808,0.0000079908,0.331767337807606
RNF212B,noDisorder_0homko,14,0,0,0.855813953488372
RNF213,PMT_Brain_0homko,17,0.0020115,0.00048965,0.477860983102919
RNF214,noDisorder_0homko,11,0.000052673,0.0000080135,0.932433712121212
RNF215,noDisorder_0homko,22,0.00017632,0.000039942,0.655820105820106
RNF216,training_validation_brain_disease,7,0.00013661,0.000016276,0.860786435786436
RNF217,noDisorder_0homko,6,0.000072317,0.000016264,0.701596071209331
RNF220,noDisorder_0homko,1,0.000039857,0.000023872,0.950146972369195
RNF222,noDisorder_0homko,17,0,0,0.661387631975867
RNF223,noDisorder_0homko,1,0,0,0.499733333333333
RNF224,training_validation_dispensable,9,0,0,0.39447983014862
RNF225,noDisorder_0homko,19,0,0,0.14979797979798
RNF227,noDisorder_0homko,17,,,0.493717277486911
RNFT1,noDisorder_0homko,17,0.00053063,0.00012816,0.833103975535168
RNFT2,noDisorder_0homko,12,0.000096591,0.0000098756,0.855056179775281
RNGTT,noDisorder_0homko,6,0.000070139,0.0000088532,0.976532887402453
RNH1,noDisorder_0homko,11,0.00019098,0.000028238,0.138095238095238
RNLS,training_validation_dispensable,10,0.00068993,0.0003065,0.77444120505345
RNMT,noDisorder_0homko,18,0.000086968,0.0000088155,0.808874912648498
RNPC3,PMT_Brain_0homko,1,0.0000403,0.000032244,0.87001287001287
RNPEP,noDisorder_0homko,1,0.0010186,0.00032564,0.694111623143881
RNPEPL1,noDisorder_0homko,2,0.000064119,0.0000079558,0.72038567493113
RNPS1,noDisorder_0homko,16,0.00001598,0.000011973,0.896514161220044
RO60,noDisorder_0homko,1,0.00014335,0.000078601,0.900309214594929
ROBO1,noDisorder_0homko,3,0.0002825,0.000022296,0.913841807909605
ROBO2,confirmed_noBrain_0homko,3,0.000044255,0.0000040916,0.92621266427718
ROBO3,training_validation_brain_disease,11,0.00023403,0.000012124,0.707209805335256
ROBO4,confirmed_noBrain_0homko,11,0.0010688,0.00029934,0.560019841269841
ROCK1,noDisorder_0homko,18,0.000037214,0.0000044234,0.962533825338253
ROCK2,noDisorder_0homko,2,0.000090126,0.0000086883,0.925437964962803
ROGDI,training_validation_brain_disease,16,0.00011746,0.00001604,0.886342592592593
ROM1,confirmed_noBrain_0homko,11,0.0029952,0.0017379,0.533806818181818
ROMO1,noDisorder_0homko,20,0.000016,0.0000040529,0.96125
ROPN1,noDisorder_0homko,3,0.00018431,0.000099462,0.938184663536776
ROPN1B,noDisorder_0homko,3,0.00026803,0.00014725,0.926134585289515
ROPN1L,noDisorder_0homko,5,0.00149,0.0012057,0.655266955266955
ROR1,PMT_noBrain_0homko,1,0.00002787,0.0000039916,0.839836531627576
ROR2,training_validation_brain_disease,9,0.0002609,0.00013351,0.778531073446328
RORA,training_validation_brain_disease,15,0.000012114,0.0000041083,0.974745547073791
RORB,PMT_Brain_0homko,9,0,0,0.938115942028986
RORC,confirmed_noBrain_0homko,1,0.0021344,0.0021064,0.660179833012203
ROS1,training_validation_dispensable,6,0.0023782,0.00053747,0.725519499003701
RP1,confirmed_noBrain_0homko,8,0.00087752,0.00017961,0.434353268428373
RP1L1,confirmed_noBrain_1homko,8,0.010534,0.0063096,0.168152158822713
RP2,confirmed_noBrain_0homko,X,0.0000055154,0.0000055154,0.928205128205128
RP9,PMT_noBrain_0homko,7,0.000051727,0.000011933,0.870720720720721
RPA1,noDisorder_0homko,17,0.000091693,0.0000080325,0.843219881145327
RPA2,noDisorder_0homko,1,0.000024966,0.000012679,0.79569495694957
RPA3,noDisorder_0homko,7,0.00013997,0.000028143,0.846994535519126
RPA4,noDisorder_0homko,X,,,0.151526717557252
RPAIN,noDisorder_0homko,17,0.00021123,0.00011948,0.646363636363636
RPAP1,noDisorder_0homko,15,0.00057488,0.00019101,0.748637015781923
RPAP2,noDisorder_0homko,1,0.00025406,0.000063755,0.705600870038064
RPAP3,noDisorder_0homko,12,0.00016798,0.000020121,0.810960960960961
RPE,noDisorder_0homko,2,0.00008355,0.000047722,0.958515283842795
RPE65,training_validation_brain_disease,1,0.00043804,0.000043763,0.917353308364544
RPEL1,noDisorder_0homko,10,0,0,0.958369723435226
RPF1,noDisorder_0homko,1,0.00034024,0.000044137,0.871142857142857
RPF2,noDisorder_0homko,6,0.000073077,0.000024744,0.9271444082519
RPGR,confirmed_noBrain_0homko,X,0.000011052,0.000011052,0.502982026143791
RPGRIP1,confirmed_noBrain_0homko,14,0.00065638,0.000060231,0.527039627039627
RPGRIP1L,training_validation_brain_disease,16,0.00088418,0.000063754,0.796757852077001
RPH3A,noDisorder_0homko,12,0.000064233,0.000008137,0.776067146282974
RPH3AL,training_validation_dispensable,17,0.00047264,0.000076353,0.661708860759494
RPIA,training_validation_brain_disease,2,0.000072211,0.0000094727,0.827564102564102
RPL3,noDisorder_0homko,22,0.0000039764,0.0000039764,0.929042904290429
RPL3L,training_validation_dispensable,16,0.0016005,0.0011832,0.875980392156863
RPL4,noDisorder_0homko,15,0.0000080147,0.0000040141,0.85607476635514
RPL5,confirmed_noBrain_0homko,1,0,0,0.968456375838926
RPL6,noDisorder_0homko,12,0,0,0.829988465974625
RPL7,noDisorder_0homko,8,0,0,0.900401606425703
RPL7A,noDisorder_0homko,9,0,0,0.899875156054931
RPL7L1,noDisorder_0homko,6,0.00010872,0.000028255,0.789192708333333
RPL8,noDisorder_0homko,8,0,0,0.946124031007752
RPL9,noDisorder_0homko,4,0,0,0.938341968911917
RPL10,training_validation_brain_disease,X,0,0,0.941085271317829
RPL10A,noDisorder_0homko,6,0.000036485,0.000016251,0.914067278287462
RPL10L,noDisorder_0homko,14,0,0,0.898914728682171
RPL11,training_validation_brain_disease,1,0,0,0.945996275605214
RPL12,noDisorder_0homko,9,0.000060084,0.000011982,0.933935742971888
RPL13,confirmed_noBrain_0homko,16,0,0,0.897012578616352
RPL13A,noDisorder_0homko,19,0.0000039765,0.0000039765,0.909803921568627
RPL14,noDisorder_0homko,3,0.0000041646,0.0000041646,0.824845679012346
RPL15,PMT_noBrain_0homko,3,0,0,0.92780487804878
RPL17,noDisorder_0homko,18,0.0000040137,0.0000040137,0.944864864864865
RPL18,PMT_noBrain_0homko,19,0,0,0.910758377425044
RPL18A,noDisorder_0homko,19,0.0000040508,0.0000040508,0.902448210922787
RPL19,noDisorder_0homko,17,0,0,0.941116751269036
RPL21,confirmed_noBrain_0homko,13,0.00000405,0.00000405,0.967701863354037
RPL22,noDisorder_0homko,1,0.000016064,0.0000040465,0.89922480620155
RPL22L1,noDisorder_0homko,3,0.000031079,0.000008635,0.946341463414634
RPL23,noDisorder_0homko,17,0.0000080005,0.0000040006,0.94113475177305
RPL23A,noDisorder_0homko,17,0.0000039894,0.0000039894,0.938216560509554
RPL24,noDisorder_0homko,3,0.000011948,0.0000039847,0.977637130801688
RPL26,PMT_noBrain_0homko,17,0.0000040114,0.0000040114,0.949543378995434
RPL26L1,noDisorder_0homko,5,0.000087511,0.000051707,0.946575342465753
RPL27,PMT_noBrain_0homko,17,0.0000039764,0.0000039764,0.935036496350365
RPL27A,noDisorder_0homko,11,0,0,0.942058165548098
RPL28,noDisorder_0homko,19,0,0,0.923188405797101
RPL29,noDisorder_0homko,3,0.000012535,0.00000848,0.715
RPL30,noDisorder_0homko,8,0,0,0.958333333333333
RPL31,noDisorder_0homko,2,0.000016391,0.000016391,0.944444444444444
RPL32,noDisorder_0homko,3,0,0,0.95171568627451
RPL34,noDisorder_0homko,4,0.000012,0.000012,0.939830508474576
RPL35,PMT_noBrain_0homko,9,0.0000040107,0.0000040107,0.950537634408602
RPL35A,confirmed_noBrain_0homko,3,0,0,0.963663663663664
RPL36,noDisorder_0homko,19,0,0,0.929245283018868
RPL36A,noDisorder_0homko,X,0,0,0.976323987538941
RPL36AL,noDisorder_0homko,14,0.000095881,0.000068011,0.965109034267913
RPL37,noDisorder_0homko,5,0.00010416,0.00010015,0.959183673469388
RPL37A,noDisorder_0homko,2,0.00024267,0.0001989,0.93584229390681
RPL38,noDisorder_0homko,17,0,0,0.935211267605634
RPL39,noDisorder_0homko,X,0,0,0.975641025641026
RPL39L,noDisorder_0homko,3,,,0.984615384615385
RPL41,noDisorder_0homko,12,0.000012505,0.0000042662,1
RPLP0,noDisorder_0homko,12,0.000016045,0.000004046,0.936268343815514
RPLP1,noDisorder_0homko,15,0.0000080379,0.0000040615,0.90231884057971
RPLP2,noDisorder_0homko,11,0.0000080221,0.0000040121,0.78448275862069
RPN1,noDisorder_0homko,3,0.000059838,0.0000080123,0.893092105263158
RPN2,noDisorder_0homko,20,0.00010029,0.00005653,0.920411392405063
RPP14,noDisorder_0homko,3,0.000063731,0.000019885,0.804
RPP21,noDisorder_0homko,6,0.000064818,0.000017596,0.680430107526882
RPP25,noDisorder_0homko,15,0,0,0.669666666666667
RPP25L,noDisorder_0homko,9,0.00002792,0.0000079768,0.660365853658537
RPP30,noDisorder_0homko,10,0.00020818,0.00003186,0.898513011152416
RPP38,noDisorder_0homko,10,0.00019178,0.00002389,0.578169014084507
RPP40,noDisorder_0homko,6,0.000068837,0.0000080717,0.802747252747253
RPRD1A,noDisorder_0homko,18,0.000032315,0.0000084068,0.979872204472843
RPRD1B,noDisorder_0homko,20,0.000036539,0.0000079628,0.963302752293578
RPRD2,noDisorder_0homko,1,0,0,0.853481894150418
RPRM,noDisorder_0homko,2,0,0,0.906060606060606
RPRML,noDisorder_0homko,17,0,0,0.820936639118457
RPS2,noDisorder_0homko,16,0.000008147,0.000004163,0.889455782312925
RPS3,noDisorder_0homko,11,0.0000079674,0.0000039889,0.94344262295082
RPS3A,noDisorder_0homko,4,0,0,0.954465408805032
RPS4X,noDisorder_0homko,X,0,0,0.964141414141414
RPS4Y1,noDisorder_0homko,Y,0,0,0.981439393939394
RPS4Y2,noDisorder_0homko,Y,,,0.977525252525253
RPS5,noDisorder_0homko,19,0,0,0.904390243902439
RPS6,noDisorder_0homko,9,0.0000040436,0.0000040436,0.954533333333333
RPS6KA1,noDisorder_0homko,1,0.00011952,0.000033941,0.89723731884058
RPS6KA2,noDisorder_0homko,6,0.00012437,0.000012452,0.807584014532243
RPS6KA3,training_validation_brain_disease,X,0,0,0.96770130454341
RPS6KA4,noDisorder_0homko,11,0.000049524,0.000016083,0.763216903837861
RPS6KA5,noDisorder_0homko,14,0.000028062,0.0000041271,0.894603569946036
RPS6KA6,noDisorder_0homko,X,0.00001836,0.0000067475,0.952949061662198
RPS6KB1,noDisorder_0homko,17,0.000053449,0.0000079679,0.985994930291508
RPS6KB2,noDisorder_0homko,11,0.00086276,0.00025472,0.756314699792961
RPS6KC1,noDisorder_0homko,1,0.00018007,0.000029616,0.778163074039363
RPS6KL1,noDisorder_0homko,14,0.0004865,0.00023673,0.625333333333333
RPS7,confirmed_noBrain_0homko,2,0,0,0.947692307692308
RPS8,noDisorder_0homko,1,0,0,0.930622009569378
RPS9,noDisorder_0homko,19,0,0,0.910940170940171
RPS10,confirmed_noBrain_0homko,6,0.0000080013,0.0000040201,0.927710843373494
RPS11,noDisorder_0homko,19,0,0,0.922431865828092
RPS12,noDisorder_0homko,6,0,0,0.966917293233083
RPS13,noDisorder_0homko,11,0.0000040143,0.0000040143,0.957017543859649
RPS14,confirmed_noBrain_0homko,5,0,0,0.95328947368421
RPS15,noDisorder_0homko,19,0,0,0.926712328767123
RPS15A,PMT_noBrain_0homko,16,0,0,0.977862595419847
RPS16,noDisorder_0homko,19,0.0002255,0.0002255,0.956462585034014
RPS17,confirmed_noBrain_0homko,15,,,0.941421568627451
RPS18,noDisorder_0homko,6,0,0,0.944662309368192
RPS19,training_validation_brain_disease,19,0,0,0.949771689497717
RPS19BP1,noDisorder_0homko,22,0.00010746,0.000019891,0.618248175182482
RPS20,noDisorder_0homko,8,0.000012236,0.0000041477,0.900277777777778
RPS21,noDisorder_0homko,20,0.000020144,0.000015921,0.939285714285714
RPS23,training_validation_brain_disease,5,0,0,0.930555555555556
RPS24,confirmed_noBrain_0homko,10,0.0000091775,0.0000045888,0.951653944020356
RPS25,noDisorder_0homko,11,0,0,0.957142857142857
RPS26,confirmed_noBrain_0homko,12,0,0,0.915804597701149
RPS27,PMT_noBrain_0homko,1,0,0,0.897254901960784
RPS27A,noDisorder_0homko,2,0,0,0.954140127388535
RPS27L,noDisorder_0homko,15,0.000024825,0.0000043023,0.876470588235294
RPS28,training_validation_brain_disease,19,0,0,0.913333333333333
RPS29,confirmed_noBrain_0homko,14,0.0000048984,0.0000048984,0.947368421052632
RPSA,confirmed_noBrain_0homko,3,0.0000040561,0.0000040561,0.916891891891892
RPTN,training_validation_dispensable,1,0.001469,0.0011157,0.15244161358811
RPTOR,noDisorder_0homko,17,0.000024171,0.0000041748,0.870883233532934
RPUSD1,noDisorder_0homko,16,0.00027322,0.00014981,0.685090521831736
RPUSD2,noDisorder_0homko,15,0.00013201,0.000019881,0.672161172161172
RPUSD3,noDisorder_0homko,3,0.00029866,0.000047803,0.517992424242424
RPUSD4,noDisorder_0homko,11,0.0013968,0.0012138,0.649823633156966
RRAD,noDisorder_0homko,16,0.000031817,0.000015909,0.84789644012945
RRAGA,noDisorder_0homko,9,0,0,0.924416135881104
RRAGB,noDisorder_0homko,X,0.000011143,0.0000056286,0.978962536023055
RRAGC,noDisorder_0homko,1,0.000024231,0.000012029,0.9735
RRAGD,noDisorder_0homko,6,0.0000039769,0.0000039769,0.911221945137157
RRAS,noDisorder_0homko,19,0.00023137,0.0001988,0.830593607305936
RRAS2,training_validation_brain_disease,11,0,0,0.974634146341463
RRBP1,noDisorder_0homko,20,0.00026266,0.000036155,0.547413182140326
RREB1,training_validation_dispensable,6,0.000036497,0.000011954,0.690992541594951
RRH,training_validation_dispensable,4,0.00092675,0.00037378,0.844674556213018
RRM1,noDisorder_0homko,11,0.000020127,0.0000041308,0.944136191677175
RRM2,noDisorder_0homko,2,0.000016827,0.0000048822,0.817435897435897
RRM2B,training_validation_brain_disease,8,0.000051759,0.000011934,0.887215909090909
RRN3,noDisorder_0homko,16,0.00014852,0.000028013,0.841717791411043
RRNAD1,noDisorder_0homko,1,0.00040865,0.000092133,0.780952380952381
RRP1,noDisorder_0homko,21,0.000069169,0.0000085837,0.470923520923521
RRP1B,training_validation_dispensable,21,0.00019581,0.000023923,0.48102766798419
RRP7A,noDisorder_0homko,22,0.00027608,0.000096118,0.712930011862396
RRP8,noDisorder_0homko,11,0.00077375,0.00036248,0.601021152443472
RRP9,noDisorder_0homko,3,0.000072248,0.000015913,0.785854341736695
RRP12,noDisorder_0homko,10,0.00025211,0.000031822,0.841319979455573
RRP15,noDisorder_0homko,1,0.00011561,0.000031826,0.662308598351001
RRP36,noDisorder_0homko,6,0.00021089,0.000031813,0.683205128205128
RRS1,noDisorder_0homko,8,0,0,0.848269581056466
RS1,confirmed_noBrain_0homko,X,0.0000054528,0.0000054528,0.925185185185185
RSAD1,training_validation_dispensable,17,0.00053378,0.00016806,0.683897667419112
RSAD2,training_validation_dispensable,2,0.00076824,0.00055311,0.673020257826888
RSBN1,noDisorder_0homko,1,0.00070928,0.00052216,0.958821087588211
RSBN1L,noDisorder_0homko,7,0.000053326,0.0000045837,0.845730027548209
RSC1A1,noDisorder_0homko,1,0,0,0.392394822006472
RSF1,noDisorder_0homko,11,0,0,0.788118354137772
RSKR,training_validation_dispensable,17,0.004566,0.0038968,0.812652068126521
RSL1D1,noDisorder_0homko,16,0.00007701,0.00001593,0.43326544467074
RSL24D1,noDisorder_0homko,15,0.0000079737,0.0000039897,0.967073170731707
RSPH1,confirmed_noBrain_0homko,21,0.00043365,0.00025849,0.556344086021505
RSPH3,confirmed_noBrain_0homko,6,0.00017188,0.000045733,0.589737470167064
RSPH4A,confirmed_noBrain_0homko,6,0.0003847,0.000052241,0.616364481636448
RSPH6A,training_validation_dispensable,19,0.00040934,0.000079715,0.576555246053853
RSPH9,confirmed_noBrain_0homko,6,0.00014352,0.000039767,0.825872442839952
RSPH10B,noDisorder_0homko,7,0.0013826,0.00098373,0.530042097206276
RSPH10B2,training_validation_dispensable,7,0.000097861,0.000043818,0.555683122847302
RSPH14,noDisorder_0homko,22,0.000043785,0.000011948,0.578414517669532
RSPO1,confirmed_noBrain_0homko,1,0.000088382,0.000016074,0.863131313131313
RSPO2,confirmed_noBrain_0homko,8,0.000076537,0.000036084,0.961475409836066
RSPO3,noDisorder_0homko,6,0.000072516,0.000031907,0.952014652014652
RSPO4,confirmed_noBrain_0homko,20,0.00011303,0.000028278,0.67177304964539
RSPRY1,training_validation_brain_disease,16,0.000031825,0.0000079525,0.953379549393414
RSRC1,training_validation_brain_disease,3,0.00011912,0.000043778,0.867164179104478
RSRC2,noDisorder_0homko,12,0.000012019,0.0000040655,0.965747126436782
RSRP1,training_validation_dispensable,1,0.00061822,0.0001751,0.421191294387171
RSU1,noDisorder_0homko,10,0.000093502,0.000029564,0.95431654676259
RTBDN,noDisorder_0homko,19,0.000071832,0.000011931,0.306666666666667
RTCA,noDisorder_0homko,1,0.00014454,0.000024223,0.932243415077203
RTCB,noDisorder_0homko,22,0.00014734,0.000015916,0.934453227931489
RTEL1,training_validation_brain_disease,20,0.00034022,0.000072408,0.534204458109147
RTF1,noDisorder_0homko,15,0.000021451,0.0000095213,0.96502578527895
RTF2,noDisorder_0homko,20,0.000090805,0.000020932,0.784690553745928
RTKN,noDisorder_0homko,2,0.00021972,0.000032037,0.834397163120567
RTKN2,noDisorder_0homko,10,0.0034114,0.0024944,0.751584699453552
RTL1,noDisorder_0homko,14,0,0,0.320799607554574
RTL3,noDisorder_0homko,X,0.00069405,0.00014371,0.167857142857143
RTL4,noDisorder_0homko,X,0,0,0.315755627009646
RTL5,noDisorder_0homko,X,0.00030222,0.000071991,0.53327485380117
RTL6,noDisorder_0homko,22,0.000019907,0.000003985,0.632777777777778
RTL8A,noDisorder_0homko,X,0,0,0.856140350877193
RTL8B,noDisorder_0homko,X,0,0,0.892690058479532
RTL8C,noDisorder_0homko,X,0,0,0.817251461988304
RTL9,noDisorder_0homko,X,0,0,0.361243100551956
RTL10,noDisorder_0homko,22,,,0.0619178082191781
RTN1,noDisorder_0homko,14,0.000024691,0.000008196,0.683955383955384
RTN2,training_validation_brain_disease,19,0.000020186,0.0000041623,0.662026862026862
RTN3,noDisorder_0homko,11,0.000032907,0.000016468,0.483639883833495
RTN4,noDisorder_0homko,2,0.000048017,0.0000079642,0.694439787650182
RTN4IP1,training_validation_brain_disease,6,0.00034723,0.000099887,0.832913518052057
RTN4R,PMT_Brain_0homko,22,0.0000041693,0.0000041693,0.388326300984529
RTN4RL1,noDisorder_0homko,17,0.0000040133,0.0000040133,0.861915535444947
RTN4RL2,noDisorder_0homko,11,0.0000040857,0.0000040857,0.699524940617577
RTP1,noDisorder_0homko,3,0.0010528,0.00055124,0.79949494949495
