HGNC ID,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Locus type,Locus group,Ensembl gene ID,NCBI Gene ID(supplied by NCBI),Ensembl ID(supplied by Ensembl),UniProt ID(supplied by UniProt),Mouse genome database ID(supplied by MGI),Rat genome database ID(supplied by RGD),chr,MIM_Number,morbid,phen,phen_MIM_number,inheritance,phen_additional,phen_MIM_number_additional,inheritance_additional,ClinicalSynopsis,Neurologic_ClinicalSynopsis,intellectual_disability,seizures,motor_development,language_development,spasticity,ataxia,gene_category,pseudoautosomal,f_m_misc_OMIM,monogenic_disorder,Function [CC],Gene ontology (biological process),Gene ontology (molecular function),Subcellular location [CC],Subunit structure [CC],Chromosome/scaffold name,Gene start (bp),Gene end (bp),Karyotype band,pLI,LOEUF,syn_z,mis_z,exp_lof,CpG_density,transcript_ID,exon_score,promoter_score,CDS_length,number_paralogues_90_perc,paralogues_90_perc,paralogues_90_logic,number_paralogues_95_perc,paralogues_95_perc,paralogues_95_logic,tau,max_expression_log2,max_tissue,tissue_specificity,Other_Brain_tissues,Cerebellar_tissues,brain_high,XCI,BS_Pre_Post,BS_Pre_Post1,BS_Pre_Post2,BS_Post1_Post2,gene_group
HGNC:23796,MAGEB6,MAGE family member B6,Approved,,"FLJ40242, MAGE-B6, MAGEB6A, CT3.4",Xp21.3,gene with protein product,protein-coding gene,ENSG00000176746,158809,ENSG00000176746,Q8N7X4,,RGD:1565662,X,300467,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","","","","",X,26192440,26195646,p21.3,,,-1.8614,-0.50716,,0.3169941495932685,ENST00000379034,0.04852941176470588,0.009597600599850037,1224,1,"MAGEB6B (80, 80, chrX)",TRUE,,,,0.9767441860465116,3.0835248546118206,Testis,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23798,MAGEC3,MAGE family member C3,Approved,,"HCA2, MAGE-C3, CT7.2",Xq27.2,gene with protein product,protein-coding gene,ENSG00000165509,139081,ENSG00000165509,Q8TD91,,,X,300469,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","","","","",X,141838316,141897832,q27.2,7.6566e-16,1.722,-1.6667,-0.94908,17.294,0.15525664190590913,ENST00000298296,0.03814699792960662,0.1294926268432892,1932,,,,,,,0.8395007396417747,1.7368775870844688,Artery - Aorta,tissue-specific,0.9814442580088681,0.8270417919358155,FALSE,low confidence escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23984,NXF2B,nuclear RNA export factor 2B,Approved,,bA353J17.1,Xq22.1,gene with protein product,protein-coding gene,ENSG00000269437,728343,ENSG00000269437,Q9GZY0,MGI:1933192,RGD:1559530,X,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Involved in the export of mRNA from the nucleus to the cytoplasm.,mRNA export from nucleus [GO:0006406]; multicellular organism development [GO:0007275]; poly(A)+ mRNA export from nucleus [GO:0016973]; RNA transport [GO:0050658],RNA binding [GO:0003723],"SUBCELLULAR LOCATION: Nucleus, nucleoplasm. Cytoplasm. Note=Localized in the nucleoplasm and at the nuclear envelope. Shuttles between the nucleus and the cytoplasm.","SUBUNIT: Interacts with NXT1, NXT2, E1B-AP5, the REF proteins and with nucleoporins, Nup62, Nup153 and Nup214. Interacts with LUZP4. {ECO:0000269|PubMed:10567585, ECO:0000269|PubMed:25662211}.",X,102360396,102439932,q22.1,0.71333,0.563,-0.33858,1.3814,8.425,0.3399857205997348,ENST00000602195,0.518341307814992,0.028542864283929017,1881,2,"NXF2 (100, 100, chrX); NXF1 (57, 57, chr11)",TRUE,1,"NXF2 (100, 100, chrX)",TRUE,0.9632956141760436,0.35313242494727154,Testis,tissue-specific,0,0.01971251670006859,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:24009,APOOL,apolipoprotein O like,Approved,"CXorf33, FAM121A","UNQ8193, AAIR8193, Mic27, MICOS27",Xq21.1,gene with protein product,protein-coding gene,ENSG00000155008,139322,ENSG00000155008,Q6UXV4,MGI:1915367,RGD:1549725,X,300955,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. Specifically binds to cardiolipin (in vitro) but not to the precursor lipid phosphatidylglycerol. Plays a crucial role in crista junction formation and mitochondrial function (PubMed:23704930), (PubMed:25764979). {ECO:0000269|PubMed:23704930, ECO:0000269|PubMed:25764979}.",cristae formation [GO:0042407]; inner mitochondrial membrane organization [GO:0007007]; platelet degranulation [GO:0002576],"","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23704930, ECO:0000269|PubMed:25764979}; Multi-pass membrane protein {ECO:0000269|PubMed:23704930}. Mitochondrion {ECO:0000269|PubMed:25781180, ECO:0000269|PubMed:25997101}.","SUBUNIT: Component of the mitochondrial contact site and cristae organizing system (MICOS) complex, composed of at least MICOS10/MIC10, CHCHD3/MIC19, CHCHD6/MIC25, APOOL/MIC27, IMMT/MIC60, APOO/MIC23/MIC26 and MICOS13/MIC13. This complex was also known under the names MINOS or MitOS complex (PubMed:25764979, PubMed:25781180, PubMed:23704930, PubMed:25764979, PubMed:25781180, PubMed:25997101).The MICOS complex associates with mitochondrial outer membrane proteins SAMM50, MTX1 and MTX2 (together described as components of the mitochondrial outer membrane sorting assembly machinery (SAM) complex) and DNAJC11, mitochondrial inner membrane protein TMEM11 and with HSPA9. The MICOS and SAM complexes together with DNAJC11 are part of a large protein complex spanning both membranes termed the mitochondrial intermembrane space bridging (MIB) complex. Interacts with MICOS10/MIC10, IMMT/MIC60 and APOO/MIC23/MIC26 (PubMed:25764979, PubMed:25781180, PubMed:23704930, PubMed:25764979, PubMed:25781180, PubMed:25997101). {ECO:0000269|PubMed:23704930, ECO:0000269|PubMed:25764979, ECO:0000269|PubMed:25781180, ECO:0000269|PubMed:25997101}.",X,85003877,85093316,q21.1,0.021234,1.002,-0.62663,0.25874,9.129,0.5220169144828486,ENST00000373173,0.7861214374225527,0.06765808547863034,807,,,,,,,0.26890462541986904,4.143989248207134,Artery - Tibial,broadly expressed,2.2936588766634376,2.5175818396719887,FALSE,high confidence non-escapee,Post_higher_vs_Pre,no difference_Pre_Post1,Post2_higher_vs_Pre,Post2_higher_vs_Post1,no disorder
HGNC:24027,ACTRT1,actin related protein T1,Approved,,"AIP1, KIAA0705, ARIP1, Arp-T1",Xq25,gene with protein product,protein-coding gene,ENSG00000123165,139741,ENSG00000123165,Q8TDG2,MGI:1920610,RGD:1359559,X,300487,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Negatively regulates the Hedgehog (SHH) signaling. Binds to the promoter of the SHH signaling mediator, GLI1, and inhibits its expression. {ECO:0000269|PubMed:28869610}.","negative regulation of transcription, DNA-templated [GO:0045892]; regulation of smoothened signaling pathway [GO:0008589]; regulation of transcription, DNA-templated [GO:0006355]",chromatin binding [GO:0003682],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305|PubMed:28869610}. Cytoplasm {ECO:0000269|PubMed:28869610}. Nucleus {ECO:0000269|PubMed:28869610}. Note=Both detected in the nucleus and cytoplasm, localizes to the nucleus where it binds chromatin upon stimulation of the Hedgehog pathway. {ECO:0000269|PubMed:28869610}.","",X,128050962,128052398,q25,0.0037403,1.611,-0.34416,-1.2444,5.3899,0.18004594275780716,ENST00000371124,0.6146772767462423,0.1970757310672332,1131,1,"ACTRT2 (76, 75, chr1)",TRUE,,,,0.9767441860465116,3.2349810150795992,Testis,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:24061,AKAP14,A-kinase anchoring protein 14,Approved,,AKAP28,Xq24,gene with protein product,protein-coding gene,ENSG00000186471,158798,ENSG00000186471,Q86UN6,MGI:3618288,RGD:708510,X,300462,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Binds to type II regulatory subunits of protein kinase A and anchors/targets them.,"",protein kinase A regulatory subunit binding [GO:0034237],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,SUBUNIT: Binds to type II regulatory subunits (RII). {ECO:0000269|PubMed:12475942}.,X,119895837,119920716,q24,0.65829,0.612,0.51062,0.66976,7.7525,0.2305237347019774,ENST00000371431,0.2696969696969697,0.08790302424393902,594,,,,,,,0.9598132280680669,6.067939820509075,Testis,tissue-specific,0.35673654593831416,0.5924589508933938,FALSE,discordant,Pre_higher_vs_Post,no difference_Pre_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:24065,ARMCX3,armadillo repeat containing X-linked 3,Approved,,"ALEX3, GASP6",Xq22.1,gene with protein product,protein-coding gene,ENSG00000102401,51566,ENSG00000102401,Q9UH62,MGI:1918953,RGD:1549739,X,300364,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Regulates mitochondrial aggregation and transport in axons in living neurons. May link mitochondria to the TRAK2-kinesin motor complex via its interaction with Miro and TRAK2. Mitochondrial distribution and dynamics is regulated through ARMCX3 protein degradation, which is promoted by PCK and negatively regulated by WNT1. Enhances the SOX10-mediated transactivation of the neuronal acetylcholine receptor subunit alpha-3 and beta-4 subunit gene promoters. {ECO:0000250|UniProtKB:Q8BHS6}.",cellular protein localization [GO:0034613]; positive regulation of transcription by RNA polymerase II [GO:0045944],"",SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8BHS6}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q8BHS6}. Nucleus {ECO:0000250|UniProtKB:Q8BHS6}.,"SUBUNIT: Interacts (via ARM domain) with MIRO1, MIRO2 and TRAK2. The interaction with Miro is calcium-dependent. Interacts with SOX10. {ECO:0000250|UniProtKB:Q8BHS6}.",X,101622797,101627843,q22.1,0.45882,0.841,0.40256,1.7428,5.6387,0.36891131635462915,ENST00000471229,0.9546491228070175,0.45163709072731817,1140,,,,,,,0.16246870346379072,6.368798026684038,Pituitary,broadly expressed,5.119322973089321,5.531008651146138,FALSE,low confidence non-escapee,Post_higher_vs_Pre,no difference_Pre_Post1,Post2_higher_vs_Pre,Post2_higher_vs_Post1,no disorder
HGNC:24092,MAGEH1,MAGE family member H1,Approved,,APR1,Xp11.21,gene with protein product,protein-coding gene,ENSG00000187601,28986,ENSG00000187601,Q9H213,MGI:1922875,RGD:1359316,X,300548,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"",apoptotic process [GO:0006915],"","","",X,55452127,55453566,p11.21,0.2292,1.419,-1.0141,0.61707,3.1481,0.44862496448385697,ENST00000342972,0.43681818181818183,0.1282179455136216,660,,,,,,,0.24915010568484536,6.670004676513003,Pituitary,broadly expressed,5.660771778788514,6.3681344994388605,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:24173,ATXN3L,ataxin 3 like,Approved,,MJDL,Xp22.2,gene with protein product,protein-coding gene,ENSG00000123594,92552,ENSG00000123594,Q9H3M9,,,X,300920,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Deubiquitinating enzyme that cleaves both 'Lys-48'-linked and 'Lys-63'-linked poly-ubiquitin chains (in vitro).,protein deubiquitination [GO:0016579],thiol-dependent ubiquitin-specific protease activity [GO:0004843],SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,"",X,13318236,13320399,p22.2,,,0.1546,-0.020323,,0.24978776478768885,ENST00000380622,0.6876404494382022,0.22154461384653837,1068,1,"ATXN3 (71, 68, chr14)",TRUE,,,,0.9767441860465116,1.965337326217723,Testis,tissue-specific,0,0,FALSE,discordant,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:24185,BRCC3,BRCA1/BRCA2-containing complex subunit 3,Approved,CXorf53,"C6.1A, BRCC36",Xq28,gene with protein product,protein-coding gene,ENSG00000185515,79184,ENSG00000185515,P46736,MGI:2389572,RGD:1588543,X,300617,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Metalloprotease that specifically cleaves 'Lys-63'-linked polyubiquitin chains (PubMed:19214193, PubMed:20656690, PubMed:24075985, PubMed:26344097). Does not have activity toward 'Lys-48'-linked polyubiquitin chains. Component of the BRCA1-A complex, a complex that specifically recognizes 'Lys-63'-linked ubiquitinated histones H2A and H2AX at DNA lesions sites, leading to target the BRCA1-BARD1 heterodimer to sites of DNA damage at double-strand breaks (DSBs). In the BRCA1-A complex, it specifically removes 'Lys-63'-linked ubiquitin on histones H2A and H2AX, antagonizing the RNF8-dependent ubiquitination at double-strand breaks (DSBs) (PubMed:20656690). Catalytic subunit of the BRISC complex, a multiprotein complex that specifically cleaves 'Lys-63'-linked ubiquitin in various substrates (PubMed:20656690, PubMed:24075985, PubMed:26344097, PubMed:26195665). Mediates the specific 'Lys-63'-specific deubiquitination associated with the COP9 signalosome complex (CSN), via the interaction of the BRISC complex with the CSN complex (PubMed:19214193). The BRISC complex is required for normal mitotic spindle assembly and microtubule attachment to kinetochores via its role in deubiquitinating NUMA1 (PubMed:26195665). Plays a role in interferon signaling via its role in the deubiquitination of the interferon receptor IFNAR1; deubiquitination increases IFNAR1 activity by enhancing its stability and cell surface expression (PubMed:24075985, PubMed:26344097). Down-regulates the response to bacterial lipopolysaccharide (LPS) via its role in IFNAR1 deubiquitination (PubMed:24075985). {ECO:0000269|PubMed:14636569, ECO:0000269|PubMed:16707425, ECO:0000269|PubMed:17525341, ECO:0000269|PubMed:19202061, ECO:0000269|PubMed:19214193, ECO:0000269|PubMed:19261746, ECO:0000269|PubMed:19261748, ECO:0000269|PubMed:19261749, ECO:0000269|PubMed:20656690, ECO:0000269|PubMed:24075985, ECO:0000269|PubMed:26195665, ECO:0000269|PubMed:26344097}.",cell cycle [GO:0007049]; cell division [GO:0051301]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; histone H2A K63-linked deubiquitination [GO:0070537]; positive regulation of DNA repair [GO:0045739]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; response to ionizing radiation [GO:0010212]; response to X-ray [GO:0010165]; signal transduction involved in G2 DNA damage checkpoint [GO:0072425],enzyme regulator activity [GO:0030234]; isopeptidase activity [GO:0070122]; Lys63-specific deubiquitinase activity [GO:0061578]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; polyubiquitin modification-dependent protein binding [GO:0031593]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18077395, ECO:0000269|PubMed:19202061, ECO:0000269|PubMed:19261748, ECO:0000269|PubMed:19261749, ECO:0000269|PubMed:20656690, ECO:0000269|PubMed:24075985, ECO:0000269|PubMed:26344097}. Cytoplasm {ECO:0000269|PubMed:20656690, ECO:0000269|PubMed:24075985}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000305|PubMed:26195665}. Note=Localizes at sites of DNA damage at double-strand breaks (DSBs) (PubMed:20656690, PubMed:26344097). Interaction with ABRAXAS2 retains BRCC3 in the cytoplasm (PubMed:20656690). {ECO:0000269|PubMed:20656690, ECO:0000269|PubMed:26344097}.","SUBUNIT: Component of the ARISC complex, at least composed of UIMC1/RAP80, ABRAXAS1, BRCC3/BRCC36, BABAM2 and BABAM1/NBA1 (PubMed:20656690, PubMed:24075985). Component of the BRCA1-A complex, at least composed of BRCA1, BARD1, UIMC1/RAP80, ABRAXAS1, BRCC3/BRCC36, babam2 and BABAM1/NBA1. In the BRCA1-A complex, interacts directly with ABRAXAS1 and babam2 (PubMed:18077395, PubMed:19261748). Component of the BRISC complex, at least composed of ABRAXAS2, BRCC3/BRCC36, BABAM2 and BABAM1/NBA1 (PubMed:24075985, PubMed:25283148, PubMed:26344097). Identified in a complex with SHMT2 and the other subunits of the BRISC complex (PubMed:24075985). In the BRISC complex, interacts directly with ABRAXAS2 (PubMed:20656690, PubMed:26344097). Identified in a complex with ABRAXAS2 and NUMA1 (PubMed:26195665). The BRISC complex interacts with the CSN complex. Component of the BRCA1/BRCA2 containing complex (BRCC), which also contains BRCA1, BRCA2, BARD1, BABAM2 and RAD51. BRCC is a ubiquitin E3 ligase complex that enhances cellular survival following DNA damage. Interacts with BRCA1. Binds polyubiquitin. {ECO:0000269|PubMed:14636569, ECO:0000269|PubMed:17525341, ECO:0000269|PubMed:18077395, ECO:0000269|PubMed:19214193, ECO:0000269|PubMed:19261746, ECO:0000269|PubMed:19261748, ECO:0000269|PubMed:19261749, ECO:0000269|PubMed:20656690, ECO:0000269|PubMed:26195665, ECO:0000269|PubMed:26344097}.",X,155071420,155123074,q28,0.0063932,0.813,0.61611,2.6703,14.562,0.6815968841285297,ENST00000330045,0.9490867579908676,0.189952511872032,876,,,,,,,0.2801487224987162,4.8634924936150075,Cells - EBV-transformed lymphocytes,broadly expressed,2.9603059668397824,4.464648665035484,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:24198,CTAG1A,cancer/testis antigen 1A,Approved,,"LAGE2A, ESO1",Xq28,gene with protein product,protein-coding gene,ENSG00000268651,246100,ENSG00000268651,P78358,,,X,300657,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"",positive regulation of transcription by RNA polymerase II [GO:0045944]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525],identical protein binding [GO:0042802],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12065688}.,"",X,154585133,154586821,q28,,,,,,0.41435913781425554,ENST00000599837,0.002946593001841621,0.028342914271432144,543,2,"CTAG2 (82, 82, chrX); CTAG1B (68, 79, chrX)",TRUE,,,,0.8422743370179968,0.07278125590800558,Fallopian Tube,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:24282,RBMX2,RNA binding motif protein X-linked 2,Approved,,"CGI-79, Snu17",Xq26.1,gene with protein product,protein-coding gene,ENSG00000134597,51634,ENSG00000134597,Q9Y388,MGI:1919414,RGD:1562693,X,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Involved in pre-mRNA splicing as component of the activated spliceosome. {ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316}.","mRNA splicing, via spliceosome [GO:0000398]",RNA binding [GO:0003723],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316}.","SUBUNIT: Part of the activated spliceosome B/catalytic step 1 spliceosome, one of the forms of the spliceosome which has a well-formed active site but still cannot catalyze the branching reaction and is composed of at least 52 proteins, the U2, U5 and U6 snRNAs and the pre-mRNA. {ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316}.",X,130401987,130413656,q26.1,0.93892,0.337,0.79734,0.91703,8.8673,0.406945198046663,ENST00000305536,0.6298245614035087,0.13236690827293177,969,,,,,,,0.23217439859613384,5.162411470955436,Cervix - Ectocervix,broadly expressed,3.434544165268571,4.249160870013067,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:24294,CSAG1,chondrosarcoma associated gene 1,Approved,,"CSAGE, CT24.1",Xq28,gene with protein product,protein-coding gene,ENSG00000198930,158511,ENSG00000198930,Q6PB30,,,X,300944,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","","","","",X,152727484,152733735,q28,0.003607,1.923,-2.0877,-1.0377,2.1134,0.3123999645175349,ENST00000452779,0,0.012646838290427393,237,,,,,,,0.9491812932871087,1.764269712128176,Testis,tissue-specific,1.0389698941355812,0.5846335287476032,FALSE,low confidence non-escapee,Post_higher_vs_Pre,Post1_higher_vs_Pre,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
