Gene stable ID	Transcript stable ID	Transcript stable ID version	HGNC ID	HGNC symbol	Gene start (bp)	Gene end (bp)	Transcription start site (TSS)	GENCODE basic annotation	APPRIS annotation	RefSeq match transcript	Transcript start (bp)	Transcript end (bp)
ENSG00000169551	ENST00000344129	ENST00000344129.2	HGNC:26047	CT55	135156540	135171398	135171398	GENCODE basic	alternative2		135156540	135171398
ENSG00000236491	ENST00000441416	ENST00000441416.1			135180255	135194679	135194679	GENCODE basic			135180255	135194679
ENSG00000228922	ENST00000445718	ENST00000445718.1			135201731	135215232	135201731	GENCODE basic			135201731	135215232
ENSG00000269833	ENST00000600161	ENST00000600161.2			135236895	135237408	135236895	GENCODE basic			135236895	135237408
ENSG00000186376	ENST00000494295	ENST00000494295.1	HGNC:13145	ZNF75D	135248920	135344109	135344087				135248920	135344087
ENSG00000186376	ENST00000370766	ENST00000370766.8	HGNC:13145	ZNF75D	135248920	135344109	135344109	GENCODE basic	principal4	NM_007131.5	135285791	135344109
ENSG00000186376	ENST00000370764	ENST00000370764.1	HGNC:13145	ZNF75D	135248920	135344109	135296033	GENCODE basic	alternative2		135285792	135296033
ENSG00000186376	ENST00000469456	ENST00000469456.1	HGNC:13145	ZNF75D	135248920	135344109	135291603				135286880	135291603
ENSG00000238210	ENST00000427686	ENST00000427686.3	HGNC:53449	ETDA	135252061	135253583	135252061	GENCODE basic	principal1	NM_001355522.1	135252061	135253583
ENSG00000238210	ENST00000454551	ENST00000454551.1	HGNC:53449	ETDA	135252061	135253583	135252792	GENCODE basic	principal1		135252792	135253583
ENSG00000274024	ENST00000610379	ENST00000610379.1			135297046	135298585	135297046	GENCODE basic			135297046	135298585
ENSG00000283644	ENST00000635820	ENST00000635820.1	HGNC:53450	ETDC	135309480	135309659	135309480	GENCODE basic	principal1	NM_001358449.1	135309480	135309659
ENSG00000284994	ENST00000644293	ENST00000644293.1			135327758	135330743	135327758	GENCODE basic			135327758	135330743
ENSG00000173275	ENST00000370761	ENST00000370761.7	HGNC:21039	ZNF449	135344796	135363413	135344796	GENCODE basic			135344796	135349029
ENSG00000173275	ENST00000339249	ENST00000339249.5	HGNC:21039	ZNF449	135344796	135363413	135344796	GENCODE basic	principal1	NM_152695.6	135344796	135363413
ENSG00000229015	ENST00000439434	ENST00000439434.1			135396429	135397764	135396429	GENCODE basic			135396429	135397764
ENSG00000229015	ENST00000637286	ENST00000637286.1			135396429	135397764	135397442	GENCODE basic			135397442	135397621
ENSG00000178947	ENST00000417443	ENST00000417443.3	HGNC:34499	SMIM10L2A	135421944	135428075	135421944	GENCODE basic	principal1	NM_203306.3	135421944	135428075
ENSG00000201440	ENST00000364570	ENST00000364570.1	HGNC:43415	RNA5SP515	135428168	135428285	135428285	GENCODE basic			135428168	135428285
ENSG00000225769	ENST00000426910	ENST00000426910.1	HGNC:33602	CROCCP1	135432960	135438634	135432960	GENCODE basic			135432960	135438634
ENSG00000273988	ENST00000615578	ENST00000615578.1			135445897	135447368	135447368	GENCODE basic			135445897	135447368
ENSG00000271158	ENST00000603663	ENST00000603663.1			135464329	135465484	135465484	GENCODE basic			135464329	135465484
ENSG00000225235	ENST00000430820	ENST00000430820.1	HGNC:41180	INTS6L-AS1	135520083	135520674	135520674	GENCODE basic			135520083	135520674
ENSG00000165359	ENST00000639893	ENST00000639893.2	HGNC:27334	INTS6L	135520659	135582510	135520660	GENCODE basic	alternative2	NM_001351601.3	135520660	135582510
ENSG00000165359	ENST00000370752	ENST00000370752.4	HGNC:27334	INTS6L	135520659	135582510	135520659	GENCODE basic	principal4		135520659	135582509
ENSG00000165359	ENST00000481908	ENST00000481908.5	HGNC:27334	INTS6L	135520659	135582510	135520659				135520659	135582509
ENSG00000165359	ENST00000493637	ENST00000493637.6	HGNC:27334	INTS6L	135520659	135582510	135520993				135520993	135582509
ENSG00000165359	ENST00000494957	ENST00000494957.5	HGNC:27334	INTS6L	135520659	135582510	135579885				135579885	135582510
ENSG00000165359	ENST00000481429	ENST00000481429.1	HGNC:27334	INTS6L	135520659	135582510	135579937				135579937	135582502
ENSG00000237833	ENST00000439300	ENST00000439300.1			135583651	135585160	135585160	GENCODE basic			135583651	135585160
ENSG00000224539	ENST00000442271	ENST00000442271.1	HGNC:51339	SAGE4P	135598927	135615431	135598927	GENCODE basic			135598927	135615431
ENSG00000277486	ENST00000619800	ENST00000619800.1	HGNC:51338	SAGE3P	135637623	135642756	135642756	GENCODE basic			135637623	135642756
ENSG00000198022	ENST00000420011	ENST00000420011.1	HGNC:51337	SAGE2P	135673591	135686151	135686151	GENCODE basic			135673591	135686151
ENSG00000274601	ENST00000616055	ENST00000616055.1			135710095	135710377	135710377	GENCODE basic			135710095	135710377
ENSG00000268940	ENST00000594565	ENST00000594565.5	HGNC:33267	CT45A1	135713453	135723539	135713453	GENCODE basic	principal1		135713453	135723226
ENSG00000268940	ENST00000594117	ENST00000594117.4	HGNC:33267	CT45A1	135713453	135723539	135718930	GENCODE basic	principal1		135718930	135723539
ENSG00000233861	ENST00000449718	ENST00000449718.1	HGNC:51244	MGAT2P1	135730733	135732197	135732197	GENCODE basic			135730733	135732197
ENSG00000238200	ENST00000427194	ENST00000427194.1	HGNC:51243	MGAT2P2	135751119	135752583	135751119	GENCODE basic			135751119	135752583
ENSG00000269096	ENST00000598716	ENST00000598716.3	HGNC:33268	CT45A3	135759846	135768191	135768191	GENCODE basic	principal1	NM_001370148.2	135760044	135768191
ENSG00000269096	ENST00000597510	ENST00000597510.6	HGNC:33268	CT45A3	135759846	135768191	135764444	GENCODE basic	principal1		135759846	135764444
ENSG00000228836	ENST00000487941	ENST00000487941.6	HGNC:33270	CT45A5	135777130	135785298	135785298	GENCODE basic	principal1		135777130	135785298
ENSG00000228836	ENST00000617203	ENST00000617203.1	HGNC:33270	CT45A5	135777130	135785298	135781729	GENCODE basic	principal1		135777480	135781729
ENSG00000278289	ENST00000620654	ENST00000620654.2	HGNC:33271	CT45A6	135794685	135802787	135802787	GENCODE basic	principal1	NM_001017438.3	135794685	135802787
ENSG00000278289	ENST00000612878	ENST00000612878.4	HGNC:33271	CT45A6	135794685	135802787	135799001	GENCODE basic	principal1		135794706	135799001
ENSG00000271449	ENST00000612907	ENST00000612907.2	HGNC:28400	CT45A2	135811668	135820012	135820012	GENCODE basic	principal1	NM_152582.7	135811668	135820012
ENSG00000271449	ENST00000605791	ENST00000605791.7	HGNC:28400	CT45A2	135811668	135820012	135816265	GENCODE basic	principal1		135811668	135816265
ENSG00000273696	ENST00000610598	ENST00000610598.4	HGNC:51260	CT45A7	135829247	135837268	135837268	GENCODE basic	principal1		135829247	135837268
ENSG00000273696	ENST00000620885	ENST00000620885.1	HGNC:51260	CT45A7	135829247	135837268	135833541	GENCODE basic	principal1		135829440	135833541
ENSG00000278085	ENST00000611660	ENST00000611660.5	HGNC:51261	CT45A8	135846497	135854538	135854538	GENCODE basic	principal1	NM_001291535.1	135846497	135854538
ENSG00000278085	ENST00000611438	ENST00000611438.1	HGNC:51261	CT45A8	135846497	135854538	135850791	GENCODE basic	principal1		135846500	135850791
ENSG00000270946	ENST00000620704	ENST00000620704.5	HGNC:51262	CT45A9	135863418	135871812	135871812	GENCODE basic	principal1	NM_001291540.2	135863418	135871812
ENSG00000270946	ENST00000604569	ENST00000604569.1	HGNC:51262	CT45A9	135863418	135871812	135868069	GENCODE basic	principal1		135863779	135868069
ENSG00000269586	ENST00000611668	ENST00000611668.4	HGNC:51263	CT45A10	135881063	135889086	135889086	GENCODE basic	principal1		135881063	135889086
ENSG00000269586	ENST00000617981	ENST00000617981.1	HGNC:51263	CT45A10	135881063	135889086	135885352	GENCODE basic	principal1		135881258	135885352
ENSG00000181433	ENST00000370709	ENST00000370709.3	HGNC:30369	SAGE1	135889205	135913061	135896243	GENCODE basic	principal4		135896243	135913061
ENSG00000181433	ENST00000324447	ENST00000324447.7	HGNC:30369	SAGE1	135889205	135913061	135889205	GENCODE basic	principal4		135889205	135913060
ENSG00000181433	ENST00000537770	ENST00000537770.5	HGNC:30369	SAGE1	135889205	135913061	135889205	GENCODE basic	alternative2		135889205	135913060
ENSG00000230162	ENST00000448043	ENST00000448043.1	HGNC:51336	CT45A11P	135942478	135947139	135947139	GENCODE basic			135942478	135947139
ENSG00000169446	ENST00000305963	ENST00000305963.2	HGNC:28100	MMGT1	135962070	135974063	135974063	GENCODE basic	principal1		135962070	135974063
ENSG00000198689	ENST00000636347	ENST00000636347.1	HGNC:11079	SLC9A6	135973841	136047269	135973841	GENCODE basic	alternative1		135973841	136047267
ENSG00000198689	ENST00000636092	ENST00000636092.1	HGNC:11079	SLC9A6	135973841	136047269	135974636	GENCODE basic	alternative1		135974636	136047267
ENSG00000198689	ENST00000637195	ENST00000637195.1	HGNC:11079	SLC9A6	135973841	136047269	135974637	GENCODE basic			135974637	136047247
ENSG00000198689	ENST00000637234	ENST00000637234.1	HGNC:11079	SLC9A6	135973841	136047269	135974764	GENCODE basic	alternative1		135974764	136047267
ENSG00000198689	ENST00000637581	ENST00000637581.1	HGNC:11079	SLC9A6	135973841	136047269	135983467	GENCODE basic	alternative1		135983467	136047267
ENSG00000198689	ENST00000370701	ENST00000370701.6	HGNC:11079	SLC9A6	135973841	136047269	135985135	GENCODE basic	alternative1		135985135	136047130
ENSG00000198689	ENST00000370698	ENST00000370698.7	HGNC:11079	SLC9A6	135973841	136047269	135985427	GENCODE basic			135985427	136047269
ENSG00000198689	ENST00000627534	ENST00000627534.2	HGNC:11079	SLC9A6	135973841	136047269	135985433				135985433	135998883
ENSG00000198689	ENST00000370695	ENST00000370695.8	HGNC:11079	SLC9A6	135973841	136047269	135985435	GENCODE basic	principal3		135985435	136047261
ENSG00000198689	ENST00000630721	ENST00000630721.3	HGNC:11079	SLC9A6	135973841	136047269	135985435	GENCODE basic		NM_001379110.1	135985435	136047269
ENSG00000198689	ENST00000678163	ENST00000678163.1	HGNC:11079	SLC9A6	135973841	136047269	135985435	GENCODE basic			135985435	136047269
ENSG00000198689	ENST00000676043	ENST00000676043.1	HGNC:11079	SLC9A6	135973841	136047269	135985716				135985716	136010578
ENSG00000198689	ENST00000674809	ENST00000674809.1	HGNC:11079	SLC9A6	135973841	136047269	135985716				135985716	136010794
ENSG00000198689	ENST00000643775	ENST00000643775.1	HGNC:11079	SLC9A6	135973841	136047269	135985716				135985716	136030460
ENSG00000198689	ENST00000675856	ENST00000675856.1	HGNC:11079	SLC9A6	135973841	136047269	135985716				135985716	136039325
ENSG00000198689	ENST00000675550	ENST00000675550.1	HGNC:11079	SLC9A6	135973841	136047269	135985718				135985718	136000278
ENSG00000198689	ENST00000636798	ENST00000636798.1	HGNC:11079	SLC9A6	135973841	136047269	136010120				136010120	136047247
ENSG00000198689	ENST00000638078	ENST00000638078.1	HGNC:11079	SLC9A6	135973841	136047269	136024456				136024456	136040084
ENSG00000198689	ENST00000636206	ENST00000636206.2	HGNC:11079	SLC9A6	135973841	136047269	136029342				136029342	136046926
ENSG00000198689	ENST00000636625	ENST00000636625.1	HGNC:11079	SLC9A6	135973841	136047269	136029443				136029443	136047241
ENSG00000198689	ENST00000626147	ENST00000626147.1	HGNC:11079	SLC9A6	135973841	136047269	136033034				136033034	136044470
ENSG00000198689	ENST00000676233	ENST00000676233.1	HGNC:11079	SLC9A6	135973841	136047269	136039182				136039182	136046926
ENSG00000219930	ENST00000422905	ENST00000422905.2	HGNC:4145	GAPDHP67	136077844	136078631	136077844	GENCODE basic			136077844	136078631
ENSG00000231513	ENST00000468625	ENST00000468625.1	HGNC:51452	E2F6P4	136097835	136098348	136098348	GENCODE basic			136097835	136098348
ENSG00000239080	ENST00000458945	ENST00000458945.1			136134317	136134420	136134420	GENCODE basic			136134317	136134420
ENSG00000022267	ENST00000629039	ENST00000629039.2	HGNC:3702	FHL1	136146702	136211359	136146702	GENCODE basic			136146702	136210272
ENSG00000022267	ENST00000651929	ENST00000651929.2	HGNC:3702	FHL1	136146702	136211359	136147465	GENCODE basic			136147465	136211359
ENSG00000022267	ENST00000652745	ENST00000652745.1	HGNC:3702	FHL1	136146702	136211359	136147533				136147533	136207062
ENSG00000022267	ENST00000627578	ENST00000627578.2	HGNC:3702	FHL1	136146702	136211359	136147533				136147533	136207918
ENSG00000022267	ENST00000652457	ENST00000652457.1	HGNC:3702	FHL1	136146702	136211359	136147533	GENCODE basic			136147533	136211298
ENSG00000022267	ENST00000394155	ENST00000394155.8	HGNC:3702	FHL1	136146702	136211359	136147533	GENCODE basic			136147533	136211354
ENSG00000022267	ENST00000618438	ENST00000618438.4	HGNC:3702	FHL1	136146702	136211359	136147536	GENCODE basic			136147536	136211354
ENSG00000022267	ENST00000651089	ENST00000651089.1	HGNC:3702	FHL1	136146702	136211359	136147660	GENCODE basic			136147660	136211322
ENSG00000022267	ENST00000420362	ENST00000420362.5	HGNC:3702	FHL1	136146702	136211359	136147666				136147666	136208566
ENSG00000022267	ENST00000458357	ENST00000458357.5	HGNC:3702	FHL1	136146702	136211359	136148083				136148083	136207925
ENSG00000022267	ENST00000628443	ENST00000628443.2	HGNC:3702	FHL1	136146702	136211359	136148229				136148229	136207903
ENSG00000022267	ENST00000627383	ENST00000627383.2	HGNC:3702	FHL1	136146702	136211359	136148440				136148440	136207875
ENSG00000022267	ENST00000630084	ENST00000630084.2	HGNC:3702	FHL1	136146702	136211359	136148578	GENCODE basic			136148578	136210257
ENSG00000022267	ENST00000630278	ENST00000630278.2	HGNC:3702	FHL1	136146702	136211359	136167004				136167004	136207093
ENSG00000022267	ENST00000452016	ENST00000452016.5	HGNC:3702	FHL1	136146702	136211359	136167004				136167004	136208575
ENSG00000022267	ENST00000628919	ENST00000628919.3	HGNC:3702	FHL1	136146702	136211359	136167004	GENCODE basic			136167004	136210067
ENSG00000022267	ENST00000625935	ENST00000625935.2	HGNC:3702	FHL1	136146702	136211359	136167009				136167009	136206488
ENSG00000022267	ENST00000535737	ENST00000535737.5	HGNC:3702	FHL1	136146702	136211359	136167015	GENCODE basic			136167015	136211323
ENSG00000022267	ENST00000627812	ENST00000627812.2	HGNC:3702	FHL1	136146702	136211359	136167051				136167051	136207057
ENSG00000022267	ENST00000651256	ENST00000651256.1	HGNC:3702	FHL1	136146702	136211359	136168194				136168194	136206542
ENSG00000022267	ENST00000434885	ENST00000434885.5	HGNC:3702	FHL1	136146702	136211359	136168194				136168194	136208575
ENSG00000022267	ENST00000543669	ENST00000543669.5	HGNC:3702	FHL1	136146702	136211359	136169296	GENCODE basic			136169296	136211349
ENSG00000022267	ENST00000456445	ENST00000456445.5	HGNC:3702	FHL1	136146702	136211359	136169676				136169676	136208570
ENSG00000022267	ENST00000628032	ENST00000628032.2	HGNC:3702	FHL1	136146702	136211359	136169839				136169839	136208478
ENSG00000022267	ENST00000449474	ENST00000449474.5	HGNC:3702	FHL1	136146702	136211359	136169891				136169891	136207883
ENSG00000022267	ENST00000539015	ENST00000539015.5	HGNC:3702	FHL1	136146702	136211359	136196757	GENCODE basic			136196757	136211359
ENSG00000022267	ENST00000370676	ENST00000370676.7	HGNC:3702	FHL1	136146702	136211359	136197026	GENCODE basic			136197026	136210067
ENSG00000022267	ENST00000370683	ENST00000370683.6	HGNC:3702	FHL1	136146702	136211359	136197047	GENCODE basic	principal1	NM_001159699.2	136197047	136211354
ENSG00000022267	ENST00000630684	ENST00000630684.2	HGNC:3702	FHL1	136146702	136211359	136197053				136197053	136208482
ENSG00000022267	ENST00000477204	ENST00000477204.5	HGNC:3702	FHL1	136146702	136211359	136197063				136197063	136207551
ENSG00000022267	ENST00000370674	ENST00000370674.3	HGNC:3702	FHL1	136146702	136211359	136204721				136204721	136209954
ENSG00000022267	ENST00000477080	ENST00000477080.1	HGNC:3702	FHL1	136146702	136211359	136204909				136204909	136207661
ENSG00000022267	ENST00000628568	ENST00000628568.1	HGNC:3702	FHL1	136146702	136211359	136206102	GENCODE basic			136206102	136211354
ENSG00000022267	ENST00000626004	ENST00000626004.1	HGNC:3702	FHL1	136146702	136211359	136207396				136207396	136209335
ENSG00000022267	ENST00000630677	ENST00000630677.1	HGNC:3702	FHL1	136146702	136211359	136209168				136209168	136210351
ENSG00000022267	ENST00000394153	ENST00000394153.6	HGNC:3702	FHL1	136146702	136211359	136169637	GENCODE basic			136169637	136211359
ENSG00000129680	ENST00000370661	ENST00000370661.5	HGNC:25742	MAP7D3	136213220	136256482	136251371	GENCODE basic	alternative2		136213220	136251371
ENSG00000129680	ENST00000316077	ENST00000316077.14	HGNC:25742	MAP7D3	136213220	136256482	136251400	GENCODE basic	principal4	NM_024597.4	136216814	136251400
ENSG00000129680	ENST00000471510	ENST00000471510.1	HGNC:25742	MAP7D3	136213220	136256482	136220813				136216814	136220813
ENSG00000129680	ENST00000370660	ENST00000370660.3	HGNC:25742	MAP7D3	136213220	136256482	136251382				136219627	136251382
ENSG00000129680	ENST00000489788	ENST00000489788.5	HGNC:25742	MAP7D3	136213220	136256482	136227433				136221779	136227433
ENSG00000129680	ENST00000495432	ENST00000495432.1	HGNC:25742	MAP7D3	136213220	136256482	136228995				136222393	136228995
ENSG00000129680	ENST00000477124	ENST00000477124.1	HGNC:25742	MAP7D3	136213220	136256482	136231155				136230385	136231155
ENSG00000129680	ENST00000370663	ENST00000370663.9	HGNC:25742	MAP7D3	136213220	136256482	136256482	GENCODE basic	alternative2		136216820	136256482
ENSG00000230079	ENST00000455035	ENST00000455035.1	HGNC:50360	STK24P1	136295690	136300298	136300298	GENCODE basic			136295690	136300298
ENSG00000156920	ENST00000394143	ENST00000394143.6	HGNC:18992	ADGRG4	136300963	136416890	136300963	GENCODE basic	principal1	NM_153834.4	136300963	136416890
ENSG00000156920	ENST00000394141	ENST00000394141.1	HGNC:18992	ADGRG4	136300963	136416890	136306021	GENCODE basic			136306021	136416684
ENSG00000156920	ENST00000370652	ENST00000370652.5	HGNC:18992	ADGRG4	136300963	136416890	136304853	GENCODE basic	principal1		136304853	136416888
ENSG00000102239	ENST00000370648	ENST00000370648.4	HGNC:1113	BRS3	136487947	136493780	136487947	GENCODE basic	principal1	NM_001727.2	136487947	136493780
ENSG00000102241	ENST00000448450	ENST00000448450.5	HGNC:5276	HTATSF1	136497079	136512346	136497221				136497221	136502941
ENSG00000102241	ENST00000425695	ENST00000425695.5	HGNC:5276	HTATSF1	136497079	136512346	136497234				136497234	136502877
ENSG00000102241	ENST00000218364	ENST00000218364.5	HGNC:5276	HTATSF1	136497079	136512346	136497592	GENCODE basic	principal1	NM_014500.5	136497592	136512346
ENSG00000102241	ENST00000535601	ENST00000535601.5	HGNC:5276	HTATSF1	136497079	136512346	136497079	GENCODE basic	principal1		136497079	136512342
ENSG00000102243	ENST00000370634	ENST00000370634.8	HGNC:20985	VGLL1	136532215	136556807	136532215	GENCODE basic	principal1	NM_016267.4	136532215	136556799
ENSG00000102243	ENST00000440515	ENST00000440515.5	HGNC:20985	VGLL1	136532215	136556807	136536128				136536128	136556496
ENSG00000102243	ENST00000456412	ENST00000456412.1	HGNC:20985	VGLL1	136532215	136556807	136536195				136536195	136556807
ENSG00000102243	ENST00000470358	ENST00000470358.1	HGNC:20985	VGLL1	136532215	136556807	136550442				136550442	136556807
ENSG00000216060	ENST00000401241	ENST00000401241.1	HGNC:33677	MIR934	136550878	136550960	136550878	GENCODE basic			136550878	136550960
ENSG00000199424	ENST00000362554	ENST00000362554.1			136571705	136571815	136571815	GENCODE basic			136571705	136571815
ENSG00000252320	ENST00000516511	ENST00000516511.1	HGNC:47283	RNU6-320P	136583240	136583345	136583240	GENCODE basic			136583240	136583345
ENSG00000233093	ENST00000454385	ENST00000454385.6	HGNC:48578	LINC00892	136639539	136642429	136639539	GENCODE basic			136639539	136642426
ENSG00000233093	ENST00000429841	ENST00000429841.1	HGNC:48578	LINC00892	136639539	136642429	136639667				136639667	136642426
ENSG00000233093	ENST00000427517	ENST00000427517.1	HGNC:48578	LINC00892	136639539	136642429	136639740				136639740	136642429
ENSG00000233093	ENST00000656219	ENST00000656219.1	HGNC:48578	LINC00892	136639539	136642429	136639687	GENCODE basic			136639687	136642426
ENSG00000102245	ENST00000370629	ENST00000370629.7	HGNC:11935	CD40LG	136648158	136660390	136648158	GENCODE basic	principal1	NM_000074.3	136648158	136660390
ENSG00000102245	ENST00000370628	ENST00000370628.2	HGNC:11935	CD40LG	136648158	136660390	136648227	GENCODE basic			136648227	136660390
ENSG00000129675	ENST00000370620	ENST00000370620.5	HGNC:685	ARHGEF6	136665547	136780932	136767343	GENCODE basic			136665547	136767343
ENSG00000129675	ENST00000370622	ENST00000370622.5	HGNC:685	ARHGEF6	136665547	136780932	136768627	GENCODE basic			136665547	136768627
ENSG00000129675	ENST00000250617	ENST00000250617.7	HGNC:685	ARHGEF6	136665547	136780932	136780932	GENCODE basic	principal1	NM_004840.3	136665550	136780932
ENSG00000212510	ENST00000391208	ENST00000391208.1	HGNC:47935	RNU6-972P	136773999	136774105	136773999	GENCODE basic			136773999	136774105
ENSG00000271339	ENST00000605245	ENST00000605245.1			136788286	136788787	136788286	GENCODE basic			136788286	136788787
ENSG00000231164	ENST00000429441	ENST00000429441.1	HGNC:35588	RPL7P56	136791064	136791780	136791064	GENCODE basic			136791064	136791780
ENSG00000225125	ENST00000413361	ENST00000413361.2	HGNC:39859	RANP4	136807223	136807877	136807877	GENCODE basic			136807223	136807877
ENSG00000202279	ENST00000365409	ENST00000365409.1			136816477	136816574	136816574	GENCODE basic			136816477	136816574
ENSG00000232611	ENST00000435597	ENST00000435597.1			136840931	136847797	136847797	GENCODE basic			136840931	136847797
ENSG00000225400	ENST00000427490	ENST00000427490.1	HGNC:51547	RAB28P5	136847384	136848034	136847384	GENCODE basic			136847384	136848034
ENSG00000147274	ENST00000561733	ENST00000561733.5	HGNC:9910	RBMX	136848004	136880764	136873425				136848004	136873425
ENSG00000147274	ENST00000431446	ENST00000431446.7	HGNC:9910	RBMX	136848004	136880764	136880725	GENCODE basic			136869187	136880725
ENSG00000147274	ENST00000496459	ENST00000496459.2	HGNC:9910	RBMX	136848004	136880764	136873982				136869192	136873982
ENSG00000147274	ENST00000568578	ENST00000568578.5	HGNC:9910	RBMX	136848004	136880764	136880722				136869194	136880722
ENSG00000147274	ENST00000419968	ENST00000419968.6	HGNC:9910	RBMX	136848004	136880764	136879431				136872275	136879431
ENSG00000147274	ENST00000464781	ENST00000464781.5	HGNC:9910	RBMX	136848004	136880764	136880725				136873449	136880725
ENSG00000147274	ENST00000320676	ENST00000320676.11	HGNC:9910	RBMX	136848004	136880764	136880725	GENCODE basic	principal1	NM_002139.4	136873461	136880725
ENSG00000147274	ENST00000562646	ENST00000562646.5	HGNC:9910	RBMX	136848004	136880764	136880725	GENCODE basic			136873958	136880725
ENSG00000147274	ENST00000565438	ENST00000565438.1	HGNC:9910	RBMX	136848004	136880764	136880764	GENCODE basic			136873978	136880764
ENSG00000147274	ENST00000567262	ENST00000567262.5	HGNC:9910	RBMX	136848004	136880764	136880725				136876600	136880725
ENSG00000147274	ENST00000563370	ENST00000563370.1	HGNC:9910	RBMX	136848004	136880764	136880725				136877916	136880725
ENSG00000147274	ENST00000565907	ENST00000565907.1	HGNC:9910	RBMX	136848004	136880764	136880722				136879017	136880722
ENSG00000206979	ENST00000384252	ENST00000384252.1	HGNC:10218	SNORD61	136879199	136879271	136879271	GENCODE basic			136879199	136879271
ENSG00000234062	ENST00000650669	ENST00000650669.1			136909369	137022143	136909369	GENCODE basic			136909369	137022143
ENSG00000234062	ENST00000424306	ENST00000424306.5			136909369	137022143	136909395				136909395	136993655
ENSG00000234062	ENST00000431464	ENST00000431464.5			136909369	137022143	136909475				136909475	137021618
ENSG00000234062	ENST00000426943	ENST00000426943.4			136909369	137022143	136958883	GENCODE basic			136958883	137021479
ENSG00000234062	ENST00000438602	ENST00000438602.5			136909369	137022143	136993487				136993487	137021630
ENSG00000234062	ENST00000440604	ENST00000440604.2			136909369	137022143	136993554				136993554	137021618
ENSG00000232379	ENST00000439143	ENST00000439143.1	HGNC:53759	RPL22P23	136947748	136948133	136948133	GENCODE basic			136947748	136948133
ENSG00000237307	ENST00000426911	ENST00000426911.2	HGNC:38164	SRRM1P3	136976417	136985705	136985705	GENCODE basic			136976417	136985705
ENSG00000165370	ENST00000651716	ENST00000651716.2	HGNC:14963	GPR101	137023929	137033995	137033995	GENCODE basic	principal1	NM_054021.2	137023929	137033995
ENSG00000214748	ENST00000442158	ENST00000442158.1			137324972	137325049	137325049	GENCODE basic			137324972	137325049
ENSG00000237584	ENST00000419413	ENST00000419413.1	HGNC:31113	RAC1P4	137441258	137441836	137441836	GENCODE basic			137441258	137441836
ENSG00000224765	ENST00000456631	ENST00000456631.1			137556191	137564387	137563925	GENCODE basic			137556191	137563925
ENSG00000224765	ENST00000442841	ENST00000442841.1			137556191	137564387	137564387	GENCODE basic			137560669	137564387
ENSG00000156925	ENST00000287538	ENST00000287538.10	HGNC:12874	ZIC3	137566127	137577691	137566127	GENCODE basic	principal1	NM_003413.4	137566127	137572102
ENSG00000156925	ENST00000370606	ENST00000370606.3	HGNC:12874	ZIC3	137566127	137577691	137566518	GENCODE basic			137566518	137577691
ENSG00000156925	ENST00000478471	ENST00000478471.1	HGNC:12874	ZIC3	137566127	137577691	137568805				137568805	137569995
ENSG00000283692	ENST00000637564	ENST00000637564.1			137573752	137981780	137573752				137573752	137981381
ENSG00000283692	ENST00000636095	ENST00000636095.1			137573752	137981780	137573969				137573969	137981763
ENSG00000283692	ENST00000637685	ENST00000637685.1			137573752	137981780	137574046	GENCODE basic			137574046	137981721
ENSG00000283692	ENST00000668975	ENST00000668975.1			137573752	137981780	137573993				137573993	137981780
ENSG00000239579	ENST00000460434	ENST00000460434.3	HGNC:46341	RN7SL325P	137595265	137595547	137595265	GENCODE basic			137595265	137595547
ENSG00000229562	ENST00000416133	ENST00000416133.1	HGNC:33359	ZFYVE9P1	137660519	137662242	137660519	GENCODE basic			137660519	137662242
ENSG00000222114	ENST00000410182	ENST00000410182.1	HGNC:47948	RNU6-985P	137687891	137687994	137687994	GENCODE basic			137687891	137687994
ENSG00000252163	ENST00000516354	ENST00000516354.1	HGNC:45755	RN7SKP31	138397351	138397628	138397351	GENCODE basic			138397351	138397628
ENSG00000183981	ENST00000418272	ENST00000418272.1	HGNC:35154	MAGEA13P	138482745	138483695	138482745	GENCODE basic			138482745	138483695
ENSG00000214930	ENST00000399259	ENST00000399259.2	HGNC:33360	KRT8P6	138487665	138488871	138488871	GENCODE basic			138487665	138488871
ENSG00000285989	ENST00000649196	ENST00000649196.1	HGNC:53962	H2AQ1P	138558996	138559298	138558996	GENCODE basic			138558996	138559298
ENSG00000129682	ENST00000315930	ENST00000315930.11	HGNC:3670	FGF13	138614727	139222777	138711717	GENCODE basic	principal1	NM_004114.5	138614727	138711717
ENSG00000129682	ENST00000305414	ENST00000305414.8	HGNC:3670	FGF13	138614727	139222777	138739353	GENCODE basic			138631574	138739353
ENSG00000129682	ENST00000441825	ENST00000441825.8	HGNC:3670	FGF13	138614727	139222777	139204275	GENCODE basic			138632271	139204275
ENSG00000129682	ENST00000626909	ENST00000626909.2	HGNC:3670	FGF13	138614727	139222777	139205023	GENCODE basic			138632678	139205023
ENSG00000129682	ENST00000436198	ENST00000436198.5	HGNC:3670	FGF13	138614727	139222777	139205006	GENCODE basic			138632703	139205006
ENSG00000129682	ENST00000455663	ENST00000455663.5	HGNC:3670	FGF13	138614727	139222777	138990567				138635486	138990567
ENSG00000129682	ENST00000448673	ENST00000448673.1	HGNC:3670	FGF13	138614727	139222777	139222777				138708852	139222777
ENSG00000129682	ENST00000421460	ENST00000421460.1	HGNC:3670	FGF13	138614727	139222777	139203525				138857512	139203525
