Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC ID	HGNC symbol
ENSG00000225025	q21.1	X	79323446	79325217	HGNC:13340	KIF4CP
ENSG00000078596	q21.1	X	79360384	79367667	HGNC:6173	ITM2A
ENSG00000270268	q21.1	X	79369364	79370165		
ENSG00000122145	q21.1	X	80014753	80031774	HGNC:11600	TBX22
ENSG00000278530	q21.1	X	80228489	80335364	HGNC:49380	CHMP1B2P
ENSG00000174016	q21.1	X	80335504	80445311	HGNC:28399	TENT5D
ENSG00000230247	q21.1	X	80529037	80530027	HGNC:48750	HNRNPH3P1
ENSG00000228051	q21.1	X	80560146	80562054	HGNC:54789	WBP11P3
ENSG00000228612	q21.1	X	80571871	80574607	HGNC:4924	HK2P1
ENSG00000165288	q21.1	X	80669503	80809877	HGNC:17342	BRWD3
ENSG00000225715	q21.1	X	80709928	80710705		
ENSG00000239008	q21.1	X	80857076	80857202		
ENSG00000212623	q21.1	X	80900757	80900864	HGNC:47456	RNU6-493P
ENSG00000073905	q21.1	X	80929500	80930347	HGNC:12671	VDAC1P1
ENSG00000212546	q21.1	X	80936434	80936540	HGNC:47958	RNU6-995P
ENSG00000284618	q21.1	X	81000150	81004217		
ENSG00000198157	q21.1	X	81113699	81201913	HGNC:8013	HMGN5
ENSG00000131171	q21.1	X	81202102	81298547	HGNC:10823	SH3BGRL
ENSG00000231875	q21.1	X	81363268	81364170		
ENSG00000224523	q21.1	X	81408938	81427276		
ENSG00000288059	q21.1	X	81475532	81498083		
ENSG00000233446	q21.1	X	81600072	81601306		
ENSG00000206826	q21.1	X	82001220	82001327	HGNC:47937	RNU6-974P
ENSG00000228041	q21.1	X	82497669	82497924		
ENSG00000213653	q21.1	X	82506434	82506812	HGNC:36109	RPL22P22
ENSG00000202183	q21.1	X	82561201	82561347		
ENSG00000236365	q21.1	X	82875649	82875885		
ENSG00000232735	q21.1	X	82998699	82999236	HGNC:44081	ATG4AP1
ENSG00000279437	q21.1	X	83506023	83509214		
ENSG00000196767	q21.1	X	83508290	83512127	HGNC:9217	POU3F4
ENSG00000236870	q21.1	X	83559896	83560312		
ENSG00000215102	q21.1	X	83748825	83749939	HGNC:38500	TERF1P4
ENSG00000183035	q21.1	X	83861126	83886699	HGNC:2582	CYLC1
ENSG00000072133	q21.1	X	84058346	84188199	HGNC:10435	RPS6KA6
ENSG00000221494	q21.1	X	84225752	84225828	HGNC:35355	MIR548I4
ENSG00000165259	q21.1	X	84317874	84502479	HGNC:26411	HDX
ENSG00000233484	q21.1	X	84403898	84404024		
ENSG00000237211	q21.1	X	84755136	84756003	HGNC:42923	SETP4
ENSG00000229547	q21.1	X	84934151	84934890	HGNC:28656	UBE2DNL
ENSG00000230781	q21.1	X	84973217	84977829		
ENSG00000155008	q21.1	X	85003877	85093316	HGNC:24009	APOOL
ENSG00000184788	q21.1	X	85092284	85243911	HGNC:27992	SATL1
ENSG00000283446	q21.1	X	85143427	85156444		
ENSG00000276391	q21.1	X	85207187	85210649		
ENSG00000235461	q21.1	X	85210684	85220021		
ENSG00000147180	q21.1	X	85243991	85273362	HGNC:13128	ZNF711
ENSG00000124429	q21.1	X	85277396	85379717	HGNC:13711	POF1B
ENSG00000283435	q21.2	X	85835780	85835858	HGNC:35373	MIR1321
ENSG00000223707	q21.2	X	85849410	85850139	HGNC:51532	SFR1P2
ENSG00000276892	q21.2	X	85851575	85851682		
ENSG00000188419	q21.2	X	85861180	86047561	HGNC:1940	CHM
ENSG00000199051	q21.2	X	85903636	85903707	HGNC:31867	MIR361
ENSG00000199567	q21.2	X	86019608	86019715		
ENSG00000234039	q21.2	X	86066227	86066468	HGNC:48849	NDUFA5P7
ENSG00000225536	q21.2	X	86084716	86086339	HGNC:49554	STIP1P3
ENSG00000223574	q21.2	X	86128893	86129570	HGNC:44567	TPMTP4
ENSG00000126733	q21.2	X	86148451	86832604	HGNC:16814	DACH2
ENSG00000215093	q21.2	X	86160264	86161359	HGNC:37904	EEF1A1P29
ENSG00000223772	q21.2	X	86304367	86305086	HGNC:37978	GEMIN8P3
ENSG00000277717	q21.2	X	86481028	86481130		
ENSG00000231478	q21.2	X	86481532	86481813	HGNC:44621	FCF1P9
ENSG00000271290	q21.2	X	86798598	86799226		
ENSG00000236190	q21.2	X	86888586	86888816		
ENSG00000271457	q21.31	X	87143854	87144748		
ENSG00000200422	q21.31	X	87146733	87146804		
ENSG00000230478	q21.31	X	87425583	87425690		
ENSG00000102271	q21.31	X	87517409	87670050	HGNC:6355	KLHL4
ENSG00000237506	q21.31	X	87703343	87704203	HGNC:31464	RPSAP15
ENSG00000282914	q21.31	X	87707579	87750883		
ENSG00000271205	q21.31	X	87723089	87723238		
ENSG00000270446	q21.31	X	87806433	87806769		
ENSG00000271056	q21.31	X	87807549	87809883		
ENSG00000230706	q21.31	X	88061590	88062844		
ENSG00000230956	q21.31	X	88096393	88097225	HGNC:1489	CAPZA1P1
ENSG00000252016	q21.31	X	88148792	88148918		
ENSG00000271693	q21.31	X	88369343	88369459		
ENSG00000147183	q21.31	X	88747225	88754785	HGNC:2332	CPXCR1
ENSG00000271157	q21.31	X	88827554	88829858		
ENSG00000232576	q21.31	X	88908403	88908763		
ENSG00000270745	q21.31	X	88982215	88982353		
ENSG00000224065	q21.31	X	89367435	89367600	HGNC:38734	SRIP2
ENSG00000225012	q21.31	X	89423738	89446983		
ENSG00000153779	q21.31	X	89921908	89922883	HGNC:18570	TGIF2LX
ENSG00000227581	q21.31	X	90039213	90039834		
ENSG00000226081	q21.31	X	90112650	90113706	HGNC:21410	USP12PX
ENSG00000274022	q21.31	X	90208895	90209418		
ENSG00000227434	q21.31	X	90209796	90210420	HGNC:38484	RNF19BPX
ENSG00000229667	q21.31	X	90289536	90289903	HGNC:44894	UBE2V1P9
ENSG00000207515	q21.31	X	90597235	90597340	HGNC:47518	RNU6-555P
ENSG00000206062	q21.31	X	91307781	91308878		
ENSG00000234161	q21.31	X	91414878	91434999	HGNC:31845	PABPC5-AS1
ENSG00000236413	q21.31	X	91422309	91422538		
ENSG00000174740	q21.31	X	91434595	91438584	HGNC:13629	PABPC5
ENSG00000230275	q21.31	X	91560436	91561597	HGNC:44631	SERBP1P4
ENSG00000102290	q21.31	X	91779261	92623230	HGNC:8656	PCDH11X
ENSG00000222440	q21.31	X	91798093	91798283	HGNC:48519	RNU2-26P
ENSG00000234702	q21.31	X	91982655	91983505	HGNC:37478	VDAC1P3
ENSG00000229132	q21.31	X	92113246	92114461	HGNC:37930	EIF4A1P10
ENSG00000215089	q21.31	X	92459670	92460952	HGNC:6431	KRT18P11
ENSG00000230543	q21.31	X	92515323	92515497	HGNC:41516	SNX3P1X
ENSG00000225912	q21.31	X	92676519	92676954		
ENSG00000285445	q21.32	X	92770855	92772091	HGNC:53818	TUSC2P2
ENSG00000237873	q21.32	X	93042490	93042942		
ENSG00000234130	q21.32	X	93222220	93225015		
ENSG00000234322	q21.32	X	93287733	93288759	HGNC:38861	ST13P18
ENSG00000237381	q21.32	X	93388075	93389497		
ENSG00000228301	q21.32	X	93573834	93574579	HGNC:36105	RPL7P55
ENSG00000186310	q21.32	X	93670930	93673578	HGNC:7639	NAP1L3
ENSG00000179083	q21.32	X	93674013	93712274	HGNC:26748	FAM133A
ENSG00000270826	q21.32	X	93776911	93777384		
ENSG00000212495	q21.32	X	94003815	94003922	HGNC:47295	RNU6-332P
ENSG00000202410	q21.32	X	94178005	94178106		
ENSG00000227521	q21.33	X	94319038	94320025		
ENSG00000232293	q21.33	X	94636663	94639570	HGNC:38100	PAICSP7
ENSG00000231001	q21.33	X	94776739	94777567	HGNC:37695	CCNB1IP1P3
ENSG00000221187	q21.33	X	95063141	95063226	HGNC:35331	MIR548M
ENSG00000271094	q21.33	X	95453369	95453581		
ENSG00000223467	q21.33	X	95499604	95500036	HGNC:1443	CALM1P1
ENSG00000201567	q21.33	X	95582064	95582162	HGNC:43410	RNA5SP510
ENSG00000215085	q21.33	X	95584303	95584942		
ENSG00000236185	q21.33	X	95610578	95610957	HGNC:48754	HNRNPDLP3
ENSG00000226307	q21.33	X	95638375	95638924	HGNC:48752	HNRNPDLP1
ENSG00000235425	q21.33	X	95679130	95679627	HGNC:35756	RPS7P13
ENSG00000270583	q21.33	X	95720243	95721144		
ENSG00000232842	q21.33	X	95973328	95974315		
ENSG00000242998	q21.33	X	96023360	96023652	HGNC:46395	RN7SL379P
ENSG00000203262	q21.33	X	96070669	96071778		
ENSG00000286523	q21.33	X	96127747	96372889		
ENSG00000232069	q21.33	X	96195477	96195617	HGNC:36830	RPS29P28
ENSG00000271209	q21.33	X	96337236	96337912	HGNC:51447	BRDTP1
ENSG00000223260	q21.33	X	96410432	96410782	HGNC:45918	RN7SKP194
ENSG00000229693	q21.33	X	96620654	96621903		
ENSG00000147202	q21.33	X	96684663	97604997	HGNC:2877	DIAPH2
ENSG00000207426	q21.33	X	96701507	96701619		
ENSG00000204086	q21.33	X	96883908	96885467	HGNC:30305	RPA4
ENSG00000214628	q21.33	X	96953630	96954195	HGNC:52268	NDUFB5P2
ENSG00000277900	q21.33	X	97081674	97081956		
ENSG00000265260	q21.33	X	97341046	97341344	HGNC:46090	RN7SL74P
ENSG00000236256	q21.33	X	97431286	97642589	HGNC:16972	DIAPH2-AS1
ENSG00000233887	q21.33	X	97847263	97849017		
ENSG00000237752	q21.33	X	97906644	97908090		
ENSG00000234889	q21.33	X	97975878	97978641		
ENSG00000236243	q21.33	X	98251679	98252543	HGNC:36382	RPL6P29
ENSG00000271322	q21.33	X	98348451	98348748		
ENSG00000213704	q21.33	X	98389512	98390919	HGNC:3198	EEF1A1P15
ENSG00000226837	q21.33	X	98422138	98422809	HGNC:39123	HMGB1P32
ENSG00000281566	q21.33	X	98450688	98892061		
ENSG00000270308	q22.1	X	99656997	99657381		
ENSG00000215070	q22.1	X	99719364	99721158	HGNC:45187	XRCC6P5
ENSG00000229946	q22.1	X	99886740	99887691	HGNC:51316	B3GNT2P1
ENSG00000252296	q22.1	X	100100084	100100172		
ENSG00000236988	q22.1	X	100149783	100151340		
ENSG00000230592	q22.1	X	100155885	100156773	HGNC:31462	RPSAP8
ENSG00000165194	q22.1	X	100291644	100410273	HGNC:14270	PCDH19
ENSG00000000005	q22.1	X	100584936	100599885	HGNC:17757	TNMD
ENSG00000000003	q22.1	X	100627108	100639991	HGNC:11858	TSPAN6
ENSG00000102359	q22.1	X	100644195	100675788	HGNC:30668	SRPX2
ENSG00000102362	q22.1	X	100674491	100732123	HGNC:15588	SYTL4
ENSG00000223819	q22.1	X	100800303	100800784	HGNC:53713	PPIAP89
ENSG00000238116	q22.1	X	100801188	100803060		
ENSG00000275320	q22.1	X	100815865	100817174		
ENSG00000101811	q22.1	X	100820359	100841520	HGNC:2484	CSTF2
ENSG00000202231	q22.1	X	100822620	100822752		
ENSG00000007952	q22.1	X	100843324	100874359	HGNC:7889	NOX1
ENSG00000239345	q22.1	X	100855288	100856379	HGNC:39544	HNRNPA1P26
ENSG00000233680	q22.1	X	100887636	100888590	HGNC:39545	HNRNPA1P27
ENSG00000179031	q22.1	X	100910712	100911489	HGNC:54582	NSA2P3
ENSG00000182489	q22.1	X	100913445	100929433	HGNC:29845	XKRX
ENSG00000182574	q22.1	X	100956593	100957538		
ENSG00000174225	q22.1	X	100969708	100990831	HGNC:31709	ARL13A
ENSG00000188917	q22.1	X	101009346	101052116	HGNC:25748	TRMT2B
ENSG00000225839	q22.1	X	101043564	101094476	HGNC:41116	TRMT2B-AS1
ENSG00000126950	q22.1	X	101078879	101096367	HGNC:25864	TMEM35A
ENSG00000102384	q22.1	X	101098218	101163681	HGNC:3968	CENPI
ENSG00000231643	q22.1	X	101191115	101191409		
ENSG00000102385	q22.1	X	101219769	101264497	HGNC:3032	DRP2
ENSG00000102387	q22.1	X	101268253	101293057	HGNC:11548	TAF7L
ENSG00000202024	q22.1	X	101325404	101325510	HGNC:47897	RNU6-934P
ENSG00000270813	q22.1	X	101337725	101338289	HGNC:42160	NANOGNBP3
ENSG00000183911	q22.1	X	101339917	101340934	HGNC:35865	RPL21P132
ENSG00000126953	q22.1	X	101345661	101348742	HGNC:11817	TIMM8A
ENSG00000010671	q22.1	X	101349447	101390796	HGNC:1133	BTK
ENSG00000241343	q22.1	X	101390824	101396155	HGNC:10359	RPL36A
ENSG00000257529	q22.1	X	101391011	101412297	HGNC:48349	RPL36A-HNRNPH2
ENSG00000102393	q22.1	X	101393273	101408012	HGNC:4296	GLA
ENSG00000126945	q22.1	X	101408222	101414133	HGNC:5042	HNRNPH2
ENSG00000196440	q22.1	X	101418287	101533459	HGNC:28615	ARMCX4
ENSG00000234557	q22.1	X	101443707	101444103	HGNC:53714	PPIAP90
ENSG00000237682	q22.1	X	101537485	101539276		
ENSG00000126947	q22.1	X	101550547	101554700	HGNC:18073	ARMCX1
ENSG00000204072	q22.1	X	101597510	101598671	HGNC:49917	ARMCX7P
ENSG00000198960	q22.1	X	101615118	101618001	HGNC:26094	ARMCX6
ENSG00000102401	q22.1	X	101622797	101627843	HGNC:24065	ARMCX3
ENSG00000228275	q22.1	X	101622983	101624164	HGNC:41038	ARMCX3-AS1
ENSG00000261101	q22.1	X	101627868	101628523		
ENSG00000207291	q22.1	X	101634006	101634112	HGNC:34274	RNU6-30P
ENSG00000286000	q22.1	X	101640421	101644352		
ENSG00000184867	q22.1	X	101655281	101659850	HGNC:16869	ARMCX2
ENSG00000223753	q22.1	X	101683780	101684449		
ENSG00000212584	q22.1	X	101691580	101691685	HGNC:47550	RNU6-587P
ENSG00000229090	q22.1	X	101720340	101721709		
ENSG00000178146	q22.1	X	101778969	101780538		
ENSG00000126952	q22.1	X	101832112	101857577	HGNC:8075	NXF5
ENSG00000166432	q22.1	X	101882288	101932079	HGNC:29377	ZMAT1
ENSG00000235196	q22.1	X	101911529	101912072		
ENSG00000252810	q22.1	X	101915589	101915695	HGNC:47308	RNU6-345P
ENSG00000235976	q22.1	X	101989481	101989872	HGNC:54445	H2BP8
ENSG00000226119	q22.1	X	102006883	102007294		
ENSG00000234901	q22.1	X	102008524	102009046	HGNC:39476	MTND6P13
ENSG00000184905	q22.1	X	102125679	102140426	HGNC:29818	TCEAL2
ENSG00000204071	q22.1	X	102140476	102142970	HGNC:24553	TCEAL6
ENSG00000286794	q22.1	X	102142588	102143971		
ENSG00000184515	q22.1	X	102153708	102155977	HGNC:27990	BEX5
ENSG00000251525	q22.1	X	102173100	102185021	HGNC:48370	TCP11X3P
ENSG00000268235	q22.1	X	102215301	102229532	HGNC:48369	TCP11X1
ENSG00000269405	q22.1	X	102247167	102326722	HGNC:8072	NXF2
ENSG00000273746	q22.1	X	102259043	102261692		
ENSG00000284800	q22.1	X	102360395	102471812		
ENSG00000269437	q22.1	X	102360396	102439932	HGNC:23984	NXF2B
ENSG00000231590	q22.1	X	102425343	102428080		
ENSG00000215029	q22.1	X	102456862	102471842	HGNC:48335	TCP11X2
ENSG00000158164	q22.1	X	102513682	102516739	HGNC:30744	TMSB15A
ENSG00000176318	q22.1	X	102546734	102548213	HGNC:43882	FOXN3P1
ENSG00000196970	q22.1	X	102549965	102571695	HGNC:8074	NXF4
ENSG00000125962	q22.1	X	102599168	102604159	HGNC:25772	ARMCX5
ENSG00000271147	q22.1	X	102599512	102714671	HGNC:42000	ARMCX5-GPRASP2
ENSG00000270050	q22.1	X	102599657	102659712		
ENSG00000227211	q22.1	X	102615473	102615820	HGNC:54473	H3P45
ENSG00000198932	q22.1	X	102651092	102659083	HGNC:24834	GPRASP1
ENSG00000286327	q22.1	X	102659983	102663455		
ENSG00000252294	q22.1	X	102678707	102678813	HGNC:47552	RNU6-589P
ENSG00000230320	q22.1	X	102705784	102706240	HGNC:51362	BEND7P1
ENSG00000158301	q22.1	X	102712176	102717733	HGNC:25169	GPRASP2
ENSG00000286237	q22.1	X	102712495	102753530		
ENSG00000198908	q22.1	X	102720688	102753540	HGNC:29353	BHLHB9
ENSG00000223546	q22.1	X	102769158	102885406	HGNC:44263	LINC00630
ENSG00000232282	q22.1	X	102785667	102786604	HGNC:42081	MTND1P32
ENSG00000229954	q22.1	X	102786813	102788387	HGNC:23767	MTND2P2
ENSG00000237300	q22.1	X	102796251	102797093	HGNC:52021	MTCO1P19
ENSG00000237628	q22.1	X	102797531	102798128	HGNC:52035	MTCO2P19
ENSG00000228316	q22.1	X	102798396	102799560	HGNC:52064	MTATP6P19
ENSG00000224471	q22.1	X	102799563	102799883	HGNC:52049	MTCO3P19
ENSG00000226056	q22.1	X	102799942	102801399	HGNC:42219	MTND4P32
ENSG00000234886	q22.1	X	102803041	102806138	HGNC:42295	MTND5P26
ENSG00000227649	q22.1	X	102806164	102806646	HGNC:52173	MTND6P32
ENSG00000229794	q22.1	X	102806741	102807824	HGNC:52174	MTCYBP32
ENSG00000239407	q22.1	X	102884414	102906158		
ENSG00000102128	q22.1	X	102937272	102938300	HGNC:25410	RAB40AL
ENSG00000234050	q22.1	X	102937770	102940561		
ENSG00000286846	q22.1	X	102945971	102952039		
ENSG00000224632	q22.1	X	103007461	103008072		
ENSG00000133169	q22.1	X	103062651	103064171	HGNC:1036	BEX1
ENSG00000147206	q22.1	X	103075810	103093143	HGNC:8073	NXF3
ENSG00000226241	q22.1	X	103087198	103089277		
ENSG00000233071	q22.1	X	103206010	103206899	HGNC:36957	RPSAP59
ENSG00000102409	q22.1	X	103215108	103217246	HGNC:25475	BEX4
ENSG00000180964	q22.1	X	103252995	103255192	HGNC:28683	TCEAL8
ENSG00000224692	q22.1	X	103258572	103259581		
ENSG00000204065	q22.1	X	103273691	103276750	HGNC:22282	TCEAL5
ENSG00000133134	q22.2	X	103309346	103311007	HGNC:30933	BEX2
ENSG00000182916	q22.2	X	103330229	103332326	HGNC:28336	TCEAL7
ENSG00000238049	q22.2	X	103347462	103347729		
ENSG00000185222	q22.2	X	103356489	103358462	HGNC:30084	TCEAL9
ENSG00000166681	q22.2	X	103376395	103378164	HGNC:13388	BEX3
ENSG00000281091	q22.2	X	103404777	103452754		
ENSG00000234405	q22.2	X	103486461	103517919		
ENSG00000172476	q22.2	X	103499130	103519489	HGNC:18283	RAB40A
ENSG00000287619	q22.2	X	103563917	103573278		
ENSG00000133142	q22.2	X	103576231	103587736	HGNC:26121	TCEAL4
ENSG00000279894	q22.2	X	103596608	103598904		
ENSG00000196507	q22.2	X	103607451	103629690	HGNC:28247	TCEAL3
ENSG00000224031	q22.2	X	103626076	103626492	HGNC:41191	TCEAL3-AS1
ENSG00000172465	q22.2	X	103628704	103630953	HGNC:11616	TCEAL1
ENSG00000180284	q22.2	X	103651735	103652106		
ENSG00000123562	q22.2	X	103675496	103688158	HGNC:16849	MORF4L2
ENSG00000231154	q22.2	X	103687284	103691772	HGNC:27991	MORF4L2-AS1
ENSG00000188828	q22.2	X	103702210	103728655	HGNC:31715	GLRA4
ENSG00000288597	q22.2	X	103707034	103919047		
ENSG00000179363	q22.2	X	103710909	103714032	HGNC:28601	TMEM31
ENSG00000123560	q22.2	X	103773718	103792619	HGNC:9086	PLP1
ENSG00000123570	q22.2	X	103822327	103832257	HGNC:14090	RAB9B
ENSG00000231728	q22.2	X	103845151	103919548	HGNC:53858	TMSB15B-AS1
ENSG00000222419	q22.2	X	103850797	103850911	HGNC:43411	RNA5SP511
ENSG00000231787	q22.2	X	103904322	103904754	HGNC:54446	H2BP9
ENSG00000276298	q22.2	X	103909126	103909449		
ENSG00000234345	q22.2	X	103910305	103911352		
ENSG00000158427	q22.2	X	103918896	103966712	HGNC:28612	TMSB15B
ENSG00000230312	q22.2	X	103928099	103929017		
ENSG00000227067	q22.2	X	103961811	103962279	HGNC:32345	DPPA3P1
ENSG00000123569	q22.2	X	104011147	104013687	HGNC:27252	H2BW1
ENSG00000101812	q22.2	X	104039916	104042454	HGNC:27867	H2BW2
ENSG00000235946	q22.2	X	104062542	104063037	HGNC:44390	H2BW3P
ENSG00000269226	q22.2	X	104063871	104076212		
ENSG00000269743	q22.2	X	104099214	104157009	HGNC:31894	SLC25A53
ENSG00000166707	q22.2	X	104112131	104115842	HGNC:32459	ZCCHC18
ENSG00000123575	q22.2	X	104166453	104195902	HGNC:25195	FAM199X
ENSG00000123576	q22.2	X	104250038	104254933	HGNC:14865	ESX1
ENSG00000189108	q22.3	X	104566199	105767829	HGNC:5997	IL1RAPL2
ENSG00000232665	q22.3	X	104647216	104647999	HGNC:39289	PHBP10
ENSG00000223733	q22.3	X	104803915	104804440	HGNC:36624	RPL18AP14
ENSG00000268629	q22.3	X	105218929	105220694	HGNC:11735	TEX13A
ENSG00000181819	q22.3	X	105405647	105407039	HGNC:29274	KCTD9P2
ENSG00000206864	q22.3	X	105676071	105676177	HGNC:47170	RNU6-207P
ENSG00000123572	q22.3	X	105822539	105958610	HGNC:25391	NRK
ENSG00000123561	q22.3	X	106032435	106038727	HGNC:11583	SERPINA7
ENSG00000230788	q22.3	X	106070481	106073202		
ENSG00000157502	q22.3	X	106168305	106208956	HGNC:26583	PWWP3B
ENSG00000256709	q22.3	X	106327534	106327824		
ENSG00000202407	q22.3	X	106426568	106426669		
ENSG00000224816	q22.3	X	106466542	106467440	HGNC:39739	NAP1L4P2
ENSG00000227657	q22.3	X	106562774	106563404	HGNC:44398	SERPINA7P1
ENSG00000277673	q22.3	X	106566021	106566161		
ENSG00000147231	q22.3	X	106611930	106679439	HGNC:25486	RADX
ENSG00000263515	q22.3	X	106639814	106639896	HGNC:41681	MIR548AN
ENSG00000133135	q22.3	X	106693794	106797016	HGNC:21153	RNF128
ENSG00000133138	q22.3	X	106802673	106876150	HGNC:24715	TBC1D8B
ENSG00000133131	q22.3	X	106813871	107000212	HGNC:23485	MORC4
ENSG00000147223	q22.3	X	106900063	106903341	HGNC:25117	RIPPLY1
ENSG00000165376	q22.3	X	106900164	106930861	HGNC:2041	CLDN2
ENSG00000231144	q22.3	X	107032248	107032820	HGNC:37918	EEF1A1P40
ENSG00000089682	q22.3	X	107064420	107118823	HGNC:25617	RBM41
ENSG00000198088	q22.3	X	107123427	107206433	HGNC:25960	NUP62CL
ENSG00000213569	q22.3	X	107131659	107132269		
ENSG00000199832	q22.3	X	107202577	107202683		
ENSG00000080572	q22.3	X	107206611	107244247	HGNC:28570	DNAAF6
ENSG00000204053	q22.3	X	107272582	107273656	HGNC:7556	MYCLP1
ENSG00000215007	q22.3	X	107351650	107352843	HGNC:39339	DNAJA1P3
ENSG00000214720	q22.3	X	107428630	107429461	HGNC:33419	KRT18P49
ENSG00000227610	q22.3	X	107512983	107545821	HGNC:41239	FRMPD3-AS1
ENSG00000147234	q22.3	X	107522450	107605251	HGNC:29382	FRMPD3
ENSG00000147224	q22.3	X	107628428	107651993	HGNC:9462	PRPS1
ENSG00000157514	q22.3	X	107713221	107777342	HGNC:3051	TSC22D3
ENSG00000170935	q22.3	X	107774899	107795829	HGNC:31795	NCBP2L
ENSG00000080561	q22.3	X	107825755	107927193	HGNC:7096	MID2
ENSG00000236064	q22.3	X	107857364	107936230		
ENSG00000207363	q22.3	X	107901145	107901246		
ENSG00000225728	q22.3	X	107939263	107939642		
ENSG00000277883	q22.3	X	107974078	107985008	HGNC:29886	NLRP3P1
ENSG00000170925	q22.3	X	107980864	107982370	HGNC:11736	TEX13B
ENSG00000101842	q22.3	X	108044970	108079184	HGNC:28675	VSIG1
ENSG00000101843	q22.3	X	108084207	108091549	HGNC:9555	PSMD10
ENSG00000101844	q22.3	X	108091668	108154671	HGNC:16489	ATG4A
ENSG00000197565	q22.3	X	108155607	108439497	HGNC:2208	COL4A6
ENSG00000189372	q22.3	X	108383398	108383993		
ENSG00000188153	q22.3	X	108439838	108697545	HGNC:2207	COL4A5
ENSG00000207146	q22.3	X	108676951	108677057		
ENSG00000261409	q22.3	X	108719949	108724944		
ENSG00000260548	q22.3	X	108722070	108732687		
ENSG00000280322	q22.3	X	108725886	108726948		
ENSG00000133124	q22.3	X	108732482	108736409	HGNC:6128	IRS4
ENSG00000237863	q22.3	X	108736011	108739223		
ENSG00000201443	q22.3	X	108826764	108826869	HGNC:47272	RNU6-309P
ENSG00000275110	q22.3	X	109054542	109054590		
ENSG00000215000	q22.3	X	109341813	109342697		
ENSG00000101890	q23	X	109372906	109482086	HGNC:4691	GUCY2F
ENSG00000101888	q23	X	109535781	109544690	HGNC:18151	NXT2
ENSG00000233874	q23	X	109568478	109570289		
ENSG00000176076	q23	X	109623700	109625172	HGNC:6241	KCNE5
ENSG00000068366	q23	X	109624244	109733403	HGNC:3571	ACSL4
ENSG00000237319	q23	X	109636834	109637063		
ENSG00000252069	q23	X	109744643	109744749		
ENSG00000225381	q23	X	109853312	109853919	HGNC:36881	RPS5P7
ENSG00000157600	q23	X	110002631	110182734	HGNC:26217	TMEM164
ENSG00000208013	q23	X	110055329	110055426	HGNC:32908	MIR652
ENSG00000265584	q23	X	110082118	110082218	HGNC:41630	MIR3978
ENSG00000101935	q23	X	110194186	110440233	HGNC:467	AMMECR1
ENSG00000208883	q23	X	110224985	110225063	HGNC:32759	SNORD96B
ENSG00000224142	q23	X	110305420	110307221	HGNC:41306	AMMECR1-IT1
ENSG00000133136	q23	X	110346703	110346909	HGNC:24826	GNG5P2
ENSG00000243978	q23	X	110358816	110456334	HGNC:29245	RTL9
ENSG00000287685	q23	X	110472692	110524320		
ENSG00000225366	q23	X	110520312	110523021	HGNC:11703	TDGF1P3
ENSG00000228042	q23	X	110636841	110637672		
ENSG00000101938	q23	X	110673856	110795819	HGNC:29861	CHRDL1
ENSG00000077264	q23	X	110944285	111227361	HGNC:8592	PAK3
ENSG00000226112	q23	X	111169221	111169403	HGNC:44616	FCF1P4
ENSG00000234349	q23	X	111229889	111231061	HGNC:37696	GLUD1P9
ENSG00000077274	q23	X	111245099	111270483	HGNC:1483	CAPN6
ENSG00000077279	q23	X	111293779	111412429	HGNC:2714	DCX
ENSG00000251954	q23	X	111421510	111421608	HGNC:47459	RNU6-496P
ENSG00000223904	q23	X	111434427	111435024	HGNC:13317	HMGB1P12
ENSG00000260802	q23	X	111511662	111522399	HGNC:48576	SERTM2
ENSG00000229939	q23	X	111618808	111619094		
ENSG00000225031	q23	X	111619677	111621489	HGNC:37940	EIF4BP7
ENSG00000236189	q23	X	111624210	111624726	HGNC:36010	RPL18AP15
ENSG00000101901	q23	X	111665811	111760649	HGNC:30881	ALG13
ENSG00000201420	q23	X	111669829	111669948	HGNC:43412	RNA5SP512
ENSG00000229487	q23	X	111706649	111711101	HGNC:41277	ALG13-AS1
ENSG00000072315	q23	X	111774315	112082776	HGNC:12337	TRPC5
ENSG00000204025	q23	X	111876051	111903990	HGNC:40593	TRPC5OS
ENSG00000271421	q23	X	111930735	111931092		
ENSG00000271464	q23	X	112319952	112320417	HGNC:32173	DPRXP7
ENSG00000271400	q23	X	112381392	112382220		
ENSG00000187823	q23	X	112454500	112457112	HGNC:25214	RTL4
ENSG00000182508	q23	X	112630648	112680054	HGNC:6587	LHFPL1
ENSG00000200436	q23	X	112661657	112661768		
ENSG00000213652	q23	X	112689915	112690520	HGNC:39333	HMGB3P30
ENSG00000126016	q23	X	112774503	112840815	HGNC:17810	AMOT
ENSG00000283775	q23	X	112780718	112780788	HGNC:38290	MIR4329
ENSG00000243011	q23	X	112855874	112856162	HGNC:46282	RN7SL266P
ENSG00000286072	q23	X	112880563	113212186		
ENSG00000252930	q23	X	112919132	112919230	HGNC:47978	RNU6-1015P
ENSG00000286767	q23	X	113157873	113188018		
ENSG00000235329	q23	X	113347413	113347619		
ENSG00000220541	q23	X	113522482	113522989		
ENSG00000241743	q23	X	113616300	114059289	HGNC:45056	XACT
ENSG00000270524	q23	X	113882590	113883667	HGNC:39179	QTRT1P1
